Product_Name,Category,Season,Weight_Volume,Height_cm,Width_cm,Depth_cm,Sales_Last_30_Days,Profit_Per_Unit,Expiry_Date
Britannia Classic Donut,Bakery,Spring,0.10kg,5.71,7.22,1.44,182,18.92,2025-05-26
Britannia Classic Donut,Bakery,Summer,0.10kg,5.71,7.22,1.44,561,6.84,2025-05-31
Britannia Classic Donut,Bakery,Autumn,0.10kg,5.71,7.22,1.44,569,20.06,2025-05-27
Britannia Classic Donut,Bakery,Monsoon,0.10kg,5.71,7.22,1.44,745,7.55,2025-05-29
Britannia Classic Donut,Bakery,Winter,0.20kg,8.66,7.77,3.05,329,12.25,2025-05-27
Britannia Classic Donut,Bakery,Spring,0.20kg,8.66,7.77,3.05,543,38.95,2025-05-28
Britannia Classic Donut,Bakery,Summer,0.20kg,8.66,7.77,3.05,595,21.28,2025-05-28
Britannia Classic Donut,Bakery,Autumn,0.20kg,8.66,7.77,3.05,314,32.82,2025-05-31
Britannia Classic Donut,Bakery,Monsoon,0.20kg,8.66,7.77,3.05,340,49.51,2025-05-25
Britannia Classic Muffin,Bakery,Winter,0.05kg,6.29,6.52,1.8,251,8.81,2025-05-29
Britannia Classic Muffin,Bakery,Spring,0.05kg,6.29,6.52,1.8,397,11.44,2025-05-27
Britannia Classic Muffin,Bakery,Summer,0.05kg,6.29,6.52,1.8,934,1.58,2025-05-30
Britannia Classic Muffin,Bakery,Autumn,0.05kg,6.29,6.52,1.8,206,3.43,2025-05-26
Britannia Classic Muffin,Bakery,Monsoon,0.05kg,6.29,6.52,1.8,673,4.31,2025-05-30
Britannia Classic Muffin,Bakery,Winter,0.10kg,8.12,6.0,2.33,191,20.73,2025-05-24
Britannia Classic Muffin,Bakery,Spring,0.10kg,8.12,6.0,2.33,429,6.49,2025-05-27
Britannia Classic Muffin,Bakery,Summer,0.10kg,8.12,6.0,2.33,390,25.9,2025-05-28
Britannia Classic Muffin,Bakery,Autumn,0.10kg,8.12,6.0,2.33,229,14.88,2025-05-30
Britannia Classic Muffin,Bakery,Monsoon,0.10kg,8.12,6.0,2.33,630,3.03,2025-05-29
Britannia Classic Muffin,Bakery,Winter,0.20kg,7.64,7.7,2.4,391,34.96,2025-05-31
Britannia Classic Muffin,Bakery,Spring,0.20kg,7.64,7.7,2.4,554,6.87,2025-05-31
Britannia Classic Muffin,Bakery,Summer,0.20kg,7.64,7.7,2.4,288,44.49,2025-05-29
Britannia Classic Muffin,Bakery,Autumn,0.20kg,7.64,7.7,2.4,688,13.86,2025-05-25
Britannia Classic Muffin,Bakery,Monsoon,0.20kg,7.64,7.7,2.4,618,12.35,2025-05-24
Britannia Deluxe Bread,Bakery,Winter,0.05kg,6.36,6.28,1.28,274,7.69,2025-05-24
Britannia Deluxe Bread,Bakery,Spring,0.05kg,6.36,6.28,1.28,618,10.24,2025-05-30
Britannia Deluxe Bread,Bakery,Summer,0.05kg,6.36,6.28,1.28,501,1.43,2025-05-27
Britannia Deluxe Bread,Bakery,Autumn,0.05kg,6.36,6.28,1.28,432,2.27,2025-05-25
Britannia Deluxe Bread,Bakery,Monsoon,0.05kg,6.36,6.28,1.28,208,8.68,2025-05-25
Britannia Deluxe Bread,Bakery,Winter,0.10kg,7.07,7.34,2.61,410,7.23,2025-05-28
Britannia Deluxe Bread,Bakery,Spring,0.10kg,7.07,7.34,2.61,509,18.91,2025-05-26
Britannia Deluxe Bread,Bakery,Summer,0.10kg,7.07,7.34,2.61,514,11.66,2025-05-28
Britannia Deluxe Bread,Bakery,Autumn,0.10kg,7.07,7.34,2.61,372,4.3,2025-05-31
Britannia Deluxe Bread,Bakery,Monsoon,0.10kg,7.07,7.34,2.61,748,23.31,2025-05-30
Britannia Deluxe Bread,Bakery,Winter,0.20kg,10.35,10.27,1.95,271,23.97,2025-05-24
Britannia Deluxe Bread,Bakery,Spring,0.20kg,10.35,10.27,1.95,553,20.3,2025-05-27
Britannia Deluxe Bread,Bakery,Summer,0.20kg,10.35,10.27,1.95,834,11.58,2025-05-26
Britannia Deluxe Bread,Bakery,Autumn,0.20kg,10.35,10.27,1.95,416,10.57,2025-05-30
Britannia Deluxe Bread,Bakery,Monsoon,0.20kg,10.35,10.27,1.95,643,30.76,2025-05-31
Britannia Deluxe Cake,Bakery,Winter,0.05kg,5.42,4.51,1.93,451,7.15,2025-05-26
Britannia Deluxe Cake,Bakery,Spring,0.05kg,5.42,4.51,1.93,629,1.44,2025-05-30
Britannia Deluxe Cake,Bakery,Summer,0.05kg,5.42,4.51,1.93,382,10.65,2025-05-27
Britannia Deluxe Cake,Bakery,Autumn,0.05kg,5.42,4.51,1.93,338,4.24,2025-05-28
Britannia Deluxe Cake,Bakery,Monsoon,0.05kg,5.42,4.51,1.93,468,2.33,2025-05-29
Britannia Deluxe Cake,Bakery,Winter,0.10kg,5.89,6.03,2.51,214,11.34,2025-05-27
Britannia Deluxe Cake,Bakery,Spring,0.10kg,5.89,6.03,2.51,385,11.4,2025-05-28
Britannia Deluxe Cake,Bakery,Summer,0.10kg,5.89,6.03,2.51,644,5.28,2025-05-31
Britannia Deluxe Cake,Bakery,Autumn,0.10kg,5.89,6.03,2.51,546,2.71,2025-05-25
Britannia Deluxe Cake,Bakery,Monsoon,0.10kg,5.89,6.03,2.51,456,6.92,2025-05-31
Britannia Deluxe Cake,Bakery,Winter,0.20kg,8.35,7.21,3.49,148,7.15,2025-05-24
Britannia Deluxe Cake,Bakery,Spring,0.20kg,8.35,7.21,3.49,414,36.8,2025-05-30
Britannia Deluxe Cake,Bakery,Summer,0.20kg,8.35,7.21,3.49,380,13.08,2025-05-24
Britannia Deluxe Cake,Bakery,Autumn,0.20kg,8.35,7.21,3.49,278,8.48,2025-05-30
Britannia Deluxe Cake,Bakery,Monsoon,0.20kg,8.35,7.21,3.49,636,49.16,2025-05-24
Britannia Deluxe Croissant,Bakery,Winter,0.05kg,4.9,5.11,2.11,359,2.4,2025-05-27
Britannia Deluxe Croissant,Bakery,Spring,0.05kg,4.9,5.11,2.11,353,4.96,2025-05-27
Britannia Deluxe Croissant,Bakery,Summer,0.05kg,4.9,5.11,2.11,262,2.49,2025-05-29
Britannia Deluxe Croissant,Bakery,Autumn,0.05kg,4.9,5.11,2.11,326,1.4,2025-05-29
Britannia Deluxe Croissant,Bakery,Monsoon,0.05kg,4.9,5.11,2.11,219,3.5,2025-05-24
Britannia Deluxe Croissant,Bakery,Winter,0.10kg,6.41,6.48,1.9,344,12.34,2025-05-31
Britannia Deluxe Croissant,Bakery,Spring,0.10kg,6.41,6.48,1.9,208,11.22,2025-05-24
Britannia Deluxe Croissant,Bakery,Summer,0.10kg,6.41,6.48,1.9,893,14.7,2025-05-31
Britannia Deluxe Croissant,Bakery,Autumn,0.10kg,6.41,6.48,1.9,212,10.39,2025-05-26
Britannia Deluxe Croissant,Bakery,Monsoon,0.10kg,6.41,6.48,1.9,801,17.02,2025-05-25
Britannia Deluxe Croissant,Bakery,Winter,0.20kg,9.5,8.52,2.54,436,39.49,2025-05-29
Britannia Deluxe Croissant,Bakery,Spring,0.20kg,9.5,8.52,2.54,260,5.27,2025-05-28
Britannia Deluxe Croissant,Bakery,Summer,0.20kg,9.5,8.52,2.54,970,47.56,2025-05-30
Britannia Deluxe Croissant,Bakery,Autumn,0.20kg,9.5,8.52,2.54,192,19.61,2025-05-24
Britannia Deluxe Croissant,Bakery,Monsoon,0.20kg,9.5,8.52,2.54,821,9.77,2025-05-29
Britannia Deluxe Donut,Bakery,Winter,0.05kg,5.05,4.84,1.55,481,7.33,2025-05-28
Britannia Deluxe Donut,Bakery,Spring,0.05kg,5.05,4.84,1.55,545,11.67,2025-05-27
Britannia Deluxe Donut,Bakery,Summer,0.05kg,5.05,4.84,1.55,441,6.43,2025-05-31
Britannia Deluxe Donut,Bakery,Autumn,0.05kg,5.05,4.84,1.55,208,5.14,2025-05-25
Britannia Deluxe Donut,Bakery,Monsoon,0.05kg,5.05,4.84,1.55,731,5.82,2025-05-26
Britannia Deluxe Donut,Bakery,Winter,0.10kg,7.71,6.98,2.41,139,5.54,2025-05-28
Britannia Deluxe Donut,Bakery,Spring,0.10kg,7.71,6.98,2.41,289,10.33,2025-05-26
Britannia Deluxe Donut,Bakery,Summer,0.10kg,7.71,6.98,2.41,831,14.82,2025-05-26
Britannia Deluxe Donut,Bakery,Autumn,0.10kg,7.71,6.98,2.41,330,14.11,2025-05-25
Britannia Deluxe Donut,Bakery,Monsoon,0.10kg,7.71,6.98,2.41,402,7.95,2025-05-31
Britannia Deluxe Donut,Bakery,Winter,0.20kg,7.54,7.39,2.5,454,36.05,2025-05-27
Britannia Deluxe Donut,Bakery,Spring,0.20kg,7.54,7.39,2.5,208,23.95,2025-05-29
Britannia Deluxe Donut,Bakery,Summer,0.20kg,7.54,7.39,2.5,965,6.67,2025-05-29
Britannia Deluxe Donut,Bakery,Autumn,0.20kg,7.54,7.39,2.5,350,46.63,2025-05-25
Britannia Deluxe Donut,Bakery,Monsoon,0.20kg,7.54,7.39,2.5,496,19.15,2025-05-31
Britannia Deluxe Muffin,Bakery,Winter,0.05kg,5.26,4.97,1.34,551,4.39,2025-05-24
Britannia Deluxe Muffin,Bakery,Spring,0.05kg,5.26,4.97,1.34,320,4.63,2025-05-24
Britannia Deluxe Muffin,Bakery,Summer,0.05kg,5.26,4.97,1.34,986,9.21,2025-05-31
Britannia Deluxe Muffin,Bakery,Autumn,0.05kg,5.26,4.97,1.34,584,7.67,2025-05-24
Britannia Deluxe Muffin,Bakery,Monsoon,0.05kg,5.26,4.97,1.34,239,5.77,2025-05-26
Britannia Deluxe Muffin,Bakery,Winter,0.10kg,5.73,7.98,1.59,304,8.87,2025-05-31
Britannia Deluxe Muffin,Bakery,Spring,0.10kg,5.73,7.98,1.59,339,8.92,2025-05-25
Britannia Deluxe Muffin,Bakery,Summer,0.10kg,5.73,7.98,1.59,867,15.58,2025-05-26
Britannia Deluxe Muffin,Bakery,Autumn,0.10kg,5.73,7.98,1.59,337,22.8,2025-05-26
Britannia Deluxe Muffin,Bakery,Monsoon,0.10kg,5.73,7.98,1.59,282,14.35,2025-05-24
Britannia Deluxe Muffin,Bakery,Winter,0.20kg,9.41,8.67,2.87,190,17.79,2025-05-31
Britannia Deluxe Muffin,Bakery,Spring,0.20kg,9.41,8.67,2.87,537,42.24,2025-05-29
Britannia Deluxe Muffin,Bakery,Summer,0.20kg,9.41,8.67,2.87,514,14.39,2025-05-29
Britannia Deluxe Muffin,Bakery,Autumn,0.20kg,9.41,8.67,2.87,655,25.35,2025-05-24
Britannia Deluxe Muffin,Bakery,Monsoon,0.20kg,9.41,8.67,2.87,340,43.11,2025-05-29
Britannia Essence Bread,Bakery,Winter,0.05kg,5.79,5.62,1.54,263,5.88,2025-05-29
Britannia Essence Bread,Bakery,Spring,0.05kg,5.79,5.62,1.54,562,10.05,2025-05-26
Britannia Essence Bread,Bakery,Summer,0.05kg,5.79,5.62,1.54,598,10.65,2025-05-30
Britannia Essence Bread,Bakery,Autumn,0.05kg,5.79,5.62,1.54,309,2.06,2025-05-26
Britannia Essence Bread,Bakery,Monsoon,0.05kg,5.79,5.62,1.54,364,10.69,2025-05-31
Britannia Essence Bread,Bakery,Winter,0.10kg,6.44,7.9,2.25,144,12.98,2025-05-31
Britannia Essence Bread,Bakery,Spring,0.10kg,6.44,7.9,2.25,399,22.29,2025-05-28
Britannia Essence Bread,Bakery,Summer,0.10kg,6.44,7.9,2.25,367,17.23,2025-05-30
Britannia Essence Bread,Bakery,Autumn,0.10kg,6.44,7.9,2.25,520,6.34,2025-05-31
Britannia Essence Bread,Bakery,Monsoon,0.10kg,6.44,7.9,2.25,457,20.67,2025-05-26
Britannia Essence Bread,Bakery,Winter,0.20kg,8.45,9.33,3.49,245,10.58,2025-05-24
Britannia Essence Bread,Bakery,Spring,0.20kg,8.45,9.33,3.49,222,11.44,2025-05-31
Britannia Essence Bread,Bakery,Summer,0.20kg,8.45,9.33,3.49,267,54.19,2025-05-28
Britannia Essence Bread,Bakery,Autumn,0.20kg,8.45,9.33,3.49,233,44.81,2025-05-30
Britannia Essence Bread,Bakery,Monsoon,0.20kg,8.45,9.33,3.49,313,15.85,2025-05-30
Britannia Essence Cake,Bakery,Winter,0.05kg,4.69,6.04,1.66,205,9.6,2025-05-24
Britannia Essence Cake,Bakery,Spring,0.05kg,4.69,6.04,1.66,553,12.17,2025-05-29
Britannia Essence Cake,Bakery,Summer,0.05kg,4.69,6.04,1.66,765,11.15,2025-05-26
Britannia Essence Cake,Bakery,Autumn,0.05kg,4.69,6.04,1.66,176,4.57,2025-05-31
Britannia Essence Cake,Bakery,Monsoon,0.05kg,4.69,6.04,1.66,644,8.91,2025-05-31
Britannia Essence Cake,Bakery,Winter,0.10kg,6.92,6.98,1.73,207,3.38,2025-05-25
Britannia Essence Cake,Bakery,Spring,0.10kg,6.92,6.98,1.73,297,8.42,2025-05-28
Britannia Essence Cake,Bakery,Summer,0.10kg,6.92,6.98,1.73,434,4.26,2025-05-31
Britannia Essence Cake,Bakery,Autumn,0.10kg,6.92,6.98,1.73,208,15.65,2025-05-31
Britannia Essence Cake,Bakery,Monsoon,0.10kg,6.92,6.98,1.73,561,5.62,2025-05-25
Britannia Essence Cake,Bakery,Winter,0.20kg,7.98,8.33,3.17,410,7.37,2025-05-30
Britannia Essence Cake,Bakery,Spring,0.20kg,7.98,8.33,3.17,214,21.09,2025-05-25
Britannia Essence Cake,Bakery,Summer,0.20kg,7.98,8.33,3.17,381,27.52,2025-05-28
Britannia Essence Cake,Bakery,Autumn,0.20kg,7.98,8.33,3.17,663,30.27,2025-05-24
Britannia Essence Cake,Bakery,Monsoon,0.20kg,7.98,8.33,3.17,643,40.59,2025-05-30
Britannia Essence Croissant,Bakery,Winter,0.05kg,5.68,5.38,1.34,166,4.05,2025-05-27
Britannia Essence Croissant,Bakery,Spring,0.05kg,5.68,5.38,1.34,598,5.21,2025-05-24
Britannia Essence Croissant,Bakery,Summer,0.05kg,5.68,5.38,1.34,713,12.38,2025-05-31
Britannia Essence Croissant,Bakery,Autumn,0.05kg,5.68,5.38,1.34,385,1.65,2025-05-27
Britannia Essence Croissant,Bakery,Monsoon,0.05kg,5.68,5.38,1.34,485,3.27,2025-05-28
Britannia Essence Croissant,Bakery,Winter,0.10kg,6.81,5.8,2.75,429,16.89,2025-05-30
Britannia Essence Croissant,Bakery,Spring,0.10kg,6.81,5.8,2.75,661,21.75,2025-05-29
Britannia Essence Croissant,Bakery,Summer,0.10kg,6.81,5.8,2.75,674,3.29,2025-05-25
Britannia Essence Croissant,Bakery,Autumn,0.10kg,6.81,5.8,2.75,597,23.81,2025-05-25
Britannia Essence Croissant,Bakery,Monsoon,0.10kg,6.81,5.8,2.75,399,16.17,2025-05-25
Britannia Essence Croissant,Bakery,Winter,0.20kg,8.38,10.09,1.97,542,28.35,2025-05-27
Britannia Essence Croissant,Bakery,Spring,0.20kg,8.38,10.09,1.97,257,34.47,2025-05-27
Britannia Essence Croissant,Bakery,Summer,0.20kg,8.38,10.09,1.97,279,44.5,2025-05-29
Britannia Essence Croissant,Bakery,Autumn,0.20kg,8.38,10.09,1.97,461,31.55,2025-05-25
Britannia Essence Croissant,Bakery,Monsoon,0.20kg,8.38,10.09,1.97,789,19.58,2025-05-25
Britannia Essence Donut,Bakery,Winter,0.05kg,5.13,5.29,1.44,373,1.29,2025-05-30
Britannia Essence Donut,Bakery,Spring,0.05kg,5.13,5.29,1.44,223,3.81,2025-05-31
Britannia Essence Donut,Bakery,Summer,0.05kg,5.13,5.29,1.44,369,11.99,2025-05-29
Britannia Essence Donut,Bakery,Autumn,0.05kg,5.13,5.29,1.44,527,5.53,2025-05-29
Britannia Essence Donut,Bakery,Monsoon,0.05kg,5.13,5.29,1.44,462,2.59,2025-05-29
Britannia Essence Donut,Bakery,Winter,0.10kg,6.14,7.2,2.0,449,14.93,2025-05-27
Britannia Essence Donut,Bakery,Spring,0.10kg,6.14,7.2,2.0,281,15.32,2025-05-30
Britannia Essence Donut,Bakery,Summer,0.10kg,6.14,7.2,2.0,645,22.6,2025-05-28
Britannia Essence Donut,Bakery,Autumn,0.10kg,6.14,7.2,2.0,417,20.72,2025-05-30
Britannia Essence Donut,Bakery,Monsoon,0.10kg,6.14,7.2,2.0,581,17.87,2025-05-31
Britannia Essence Donut,Bakery,Winter,0.20kg,7.54,9.68,3.44,486,24.02,2025-05-25
Britannia Essence Donut,Bakery,Spring,0.20kg,7.54,9.68,3.44,731,7.33,2025-05-29
Britannia Essence Donut,Bakery,Summer,0.20kg,7.54,9.68,3.44,463,22.4,2025-05-30
Britannia Essence Donut,Bakery,Autumn,0.20kg,7.54,9.68,3.44,358,43.95,2025-05-28
Britannia Essence Donut,Bakery,Monsoon,0.20kg,7.54,9.68,3.44,707,37.43,2025-05-25
Britannia Essence Muffin,Bakery,Winter,0.05kg,4.8,5.22,1.69,440,6.94,2025-05-29
Britannia Essence Muffin,Bakery,Spring,0.05kg,4.8,5.22,1.69,310,9.76,2025-05-30
Britannia Essence Muffin,Bakery,Summer,0.05kg,4.8,5.22,1.69,660,4.29,2025-05-30
Britannia Essence Muffin,Bakery,Autumn,0.05kg,4.8,5.22,1.69,488,4.97,2025-05-30
Britannia Essence Muffin,Bakery,Monsoon,0.05kg,4.8,5.22,1.69,294,5.47,2025-05-24
Britannia Essence Muffin,Bakery,Winter,0.10kg,6.66,5.85,1.7,293,16.16,2025-05-27
Britannia Essence Muffin,Bakery,Spring,0.10kg,6.66,5.85,1.7,372,7.43,2025-05-27
Britannia Essence Muffin,Bakery,Summer,0.10kg,6.66,5.85,1.7,649,27.13,2025-05-25
Britannia Essence Muffin,Bakery,Autumn,0.10kg,6.66,5.85,1.7,391,11.61,2025-05-27
Britannia Essence Muffin,Bakery,Monsoon,0.10kg,6.66,5.85,1.7,538,21.87,2025-05-24
Britannia Essence Muffin,Bakery,Winter,0.20kg,10.06,7.36,1.8,362,20.12,2025-05-28
Britannia Essence Muffin,Bakery,Spring,0.20kg,10.06,7.36,1.8,672,40.89,2025-05-26
Britannia Essence Muffin,Bakery,Summer,0.20kg,10.06,7.36,1.8,629,21.68,2025-05-25
Britannia Essence Muffin,Bakery,Autumn,0.20kg,10.06,7.36,1.8,223,7.8,2025-05-27
Britannia Essence Muffin,Bakery,Monsoon,0.20kg,10.06,7.36,1.8,314,17.2,2025-05-27
Britannia Fresh Bread,Bakery,Winter,0.05kg,5.02,4.64,1.39,150,8.47,2025-05-31
Britannia Fresh Bread,Bakery,Spring,0.05kg,5.02,4.64,1.39,250,2.98,2025-05-28
Britannia Fresh Bread,Bakery,Summer,0.05kg,5.02,4.64,1.39,853,5.25,2025-05-30
Britannia Fresh Bread,Bakery,Autumn,0.05kg,5.02,4.64,1.39,342,11.48,2025-05-25
Britannia Fresh Bread,Bakery,Monsoon,0.05kg,5.02,4.64,1.39,377,8.29,2025-05-24
Britannia Fresh Bread,Bakery,Winter,0.10kg,8.22,6.27,2.28,229,9.61,2025-05-25
Britannia Fresh Bread,Bakery,Spring,0.10kg,8.22,6.27,2.28,623,5.75,2025-05-30
Britannia Fresh Bread,Bakery,Summer,0.10kg,8.22,6.27,2.28,917,16.96,2025-05-27
Britannia Fresh Bread,Bakery,Autumn,0.10kg,8.22,6.27,2.28,253,13.24,2025-05-31
Britannia Fresh Bread,Bakery,Monsoon,0.10kg,8.22,6.27,2.28,228,11.88,2025-05-27
Britannia Fresh Bread,Bakery,Winter,0.20kg,7.14,9.85,2.25,350,7.23,2025-05-24
Britannia Fresh Bread,Bakery,Spring,0.20kg,7.14,9.85,2.25,184,41.3,2025-05-27
Britannia Fresh Bread,Bakery,Summer,0.20kg,7.14,9.85,2.25,280,5.68,2025-05-31
Britannia Fresh Bread,Bakery,Autumn,0.20kg,7.14,9.85,2.25,228,24.97,2025-05-29
Britannia Fresh Bread,Bakery,Monsoon,0.20kg,7.14,9.85,2.25,670,40.52,2025-05-30
Britannia Fresh Cake,Bakery,Winter,0.05kg,4.91,5.88,1.5,497,8.08,2025-05-31
Britannia Fresh Cake,Bakery,Spring,0.05kg,4.91,5.88,1.5,442,11.86,2025-05-26
Britannia Fresh Cake,Bakery,Summer,0.05kg,4.91,5.88,1.5,291,8.35,2025-05-31
Britannia Fresh Cake,Bakery,Autumn,0.05kg,4.91,5.88,1.5,657,11.47,2025-05-27
Britannia Fresh Cake,Bakery,Monsoon,0.05kg,4.91,5.88,1.5,629,11.49,2025-05-25
Britannia Fresh Cake,Bakery,Winter,0.10kg,7.7,5.86,2.31,368,19.32,2025-05-26
Britannia Fresh Cake,Bakery,Spring,0.10kg,7.7,5.86,2.31,353,19.4,2025-05-28
Britannia Fresh Cake,Bakery,Summer,0.10kg,7.7,5.86,2.31,840,3.26,2025-05-27
Britannia Fresh Cake,Bakery,Autumn,0.10kg,7.7,5.86,2.31,654,3.58,2025-05-25
Britannia Fresh Cake,Bakery,Monsoon,0.10kg,7.7,5.86,2.31,738,11.93,2025-05-30
Britannia Fresh Cake,Bakery,Winter,0.20kg,7.84,9.91,1.87,193,18.37,2025-05-27
Britannia Fresh Cake,Bakery,Spring,0.20kg,7.84,9.91,1.87,290,18.23,2025-05-26
Britannia Fresh Cake,Bakery,Summer,0.20kg,7.84,9.91,1.87,778,35.42,2025-05-30
Britannia Fresh Cake,Bakery,Autumn,0.20kg,7.84,9.91,1.87,249,12.69,2025-05-29
Britannia Fresh Cake,Bakery,Monsoon,0.20kg,7.84,9.91,1.87,229,30.4,2025-05-24
Britannia Fresh Croissant,Bakery,Winter,0.05kg,5.73,4.74,1.34,527,6.07,2025-05-28
Britannia Fresh Croissant,Bakery,Spring,0.05kg,5.73,4.74,1.34,399,5.35,2025-05-27
Britannia Fresh Croissant,Bakery,Summer,0.05kg,5.73,4.74,1.34,1066,7.61,2025-05-27
Britannia Fresh Croissant,Bakery,Autumn,0.05kg,5.73,4.74,1.34,212,5.11,2025-05-27
Britannia Fresh Croissant,Bakery,Monsoon,0.05kg,5.73,4.74,1.34,321,1.82,2025-05-29
Britannia Fresh Croissant,Bakery,Winter,0.10kg,5.55,7.43,1.87,455,14.55,2025-05-31
Britannia Fresh Croissant,Bakery,Spring,0.10kg,5.55,7.43,1.87,244,17.1,2025-05-28
Britannia Fresh Croissant,Bakery,Summer,0.10kg,5.55,7.43,1.87,600,25.12,2025-05-25
