Product_Name,Category,Profit_Per_Unit,Sales_Last_30_Days,Season_Used,Width_cm,Height_cm,Manufacturing_Date,Expiry_Date
Surf Excel Air Freshener 150g,Household,23.36,221,Summer,18.1,27.7,17-10-2024,01-06-2025
Lizol Dishwash Liquid 100g,Household,8.71,276,Spring,17,16.7,12-05-2024,14-11-2024
Paperboat Coffee 250g,Beverages,22.09,339,Winter,6.2,23,03-03-2025,27-01-2026
Haldiram's Namkeen 100g,Snacks,44.72,26,Monsoon,12.3,14.7,17-06-2024,21-12-2024
Haldiram's Chips 300g,Snacks,32.09,703,Summer,18.4,12.8,29-06-2024,15-04-2025
Vim Detergent Powder 500g,Household,48.28,959,Spring,14.3,23.7,02-04-2025,12-12-2025
Vim Floor Cleaner 150g,Household,8.68,973,Spring,3.5,27,22-12-2024,17-06-2025
Surf Excel Floor Cleaner 200g,Household,29.04,288,Winter,19,27.8,26-09-2024,11-01-2025
Harpic Air Freshener 250g,Household,39.7,311,Summer,3.8,5.1,17-06-2024,17-03-2025
Britannia Chocolate 350g,Snacks,36.65,777,Spring,5.5,14.1,22-07-2024,13-04-2025
Haldiram's Biscuits 500g,Snacks,6.57,159,Monsoon,7.3,27.7,06-11-2024,24-09-2025
Harpic Air Freshener 200g,Household,8.84,798,Summer,2.2,24.1,04-06-2024,31-05-2025
Dove Body Lotion 350g,Personal Care,20.85,650,Spring,11.1,26,10-10-2024,30-08-2025
Surf Excel Dishwash Liquid 50g,Household,29.9,919,Monsoon,7.9,23.2,11-05-2024,15-11-2024
Himalaya Body Lotion 100g,Personal Care,36.84,590,Monsoon,16.5,28.9,30-12-2024,15-05-2025
Patanjali Toothpaste 300g,Personal Care,25.06,615,Winter,7.6,10.7,11-08-2024,25-03-2025
Lizol Toilet Cleaner 400g,Household,28.73,737,Winter,16.8,14.7,16-01-2025,11-10-2025
Paperboat Coffee 150g,Beverages,18.6,965,Monsoon,18.1,17.7,14-06-2024,29-11-2024
Tata Tea Energy Drink 200g,Beverages,24.88,994,Winter,16.3,16.9,28-10-2024,15-02-2025
ITC Cookies 300g,Snacks,6.26,284,Summer,5.6,15.1,05-10-2024,24-04-2025
Mother Dairy Butter 450g,Dairy,7.01,915,Monsoon,13.7,4.4,31-12-2024,18-04-2025
Patanjali Face Wash 500g,Personal Care,46.54,469,Monsoon,7.7,21.5,21-01-2025,09-08-2025
Harpic Toilet Cleaner 500g,Household,28.81,560,Spring,7.9,23.9,19-02-2025,09-10-2025
Bru Tea 350g,Beverages,15.73,699,Monsoon,6.2,1.1,16-03-2025,01-03-2026
Dove Face Wash 350g,Personal Care,13.59,619,Summer,9.1,17.1,14-03-2025,31-01-2026
Red Bull Tea 150g,Beverages,27.5,66,Autumn,10.3,29.5,23-01-2025,30-09-2025
Parle Chocolate 300g,Snacks,23.45,728,Autumn,18,27.2,18-12-2024,11-09-2025
Amul Paneer 250g,Dairy,29.44,205,Autumn,6.6,26.2,28-08-2024,10-07-2025
Parle Namkeen 100g,Snacks,13.09,459,Monsoon,13.7,24.1,26-02-2025,28-06-2025
Mother Dairy Cheese 450g,Dairy,27.83,56,Winter,13.3,10.8,26-06-2024,25-01-2025
Mother Dairy Milk 100g,Dairy,21.35,974,Monsoon,5.8,29.3,12-06-2024,23-09-2024
Surf Excel Dishwash Liquid 500g,Household,18.75,695,Summer,8.5,19.9,30-06-2024,08-06-2025
Lizol Detergent Powder 250g,Household,8.79,680,Summer,8.1,13.9,23-11-2024,28-04-2025
Britannia Biscuits 250g,Snacks,18.22,775,Winter,14.6,3.5,09-03-2025,23-11-2025
Parle Chips 300g,Snacks,9.61,720,Monsoon,11.4,18.8,04-06-2024,09-04-2025
Lizol Dishwash Liquid 450g,Household,38.16,680,Spring,5.2,9.5,21-07-2024,13-11-2024
Colgate Body Lotion 50g,Personal Care,40.07,188,Monsoon,2.2,7.8,04-01-2025,14-10-2025
Harpic Air Freshener 300g,Household,49.84,56,Winter,12.7,21,31-12-2024,12-07-2025
Britannia Cookies 250g,Snacks,11.65,908,Winter,15.2,23.5,25-08-2024,09-07-2025
Patanjali Soap 100g,Personal Care,14.22,808,Winter,18.3,11.2,23-08-2024,12-07-2025
Tata Tea Energy Drink 350g,Beverages,48.05,819,Summer,18.6,18,04-09-2024,09-05-2025
Paperboat Juice 200g,Beverages,28.48,690,Autumn,12.7,14.3,11-11-2024,16-10-2025
ITC Biscuits 350g,Snacks,17.45,92,Autumn,19.1,24.5,09-08-2024,11-04-2025
Patanjali Face Wash 450g,Personal Care,30.58,305,Spring,14.1,27.5,16-11-2024,19-08-2025
ITC Chips 350g,Snacks,44.61,854,Spring,7.4,1.7,25-11-2024,03-07-2025
