Product_Name,Category,Season,Weight_Volume,Height_cm,Width_cm,Depth_cm,Sales_Last_30_Days,Profit_Per_Unit,Expiry_Date
Classic Donut,Bakery,Monsoon,0.10kg,11.6,8.6,3.14,648,20.26,2025-05-27
Classic Donut,Bakery,Winter,0.20kg,11.29,11.18,2.79,352,21.67,2025-05-28
Classic Donut,Bakery,Spring,0.20kg,11.29,11.18,2.79,220,41.58,2025-05-25
Classic Donut,Bakery,Summer,0.20kg,11.29,11.18,2.79,951,32.92,2025-05-25
Classic Donut,Bakery,Autumn,0.20kg,11.29,11.18,2.79,602,6.17,2025-05-30
Classic Donut,Bakery,Monsoon,0.20kg,11.29,11.18,2.79,591,43.68,2025-05-27
Deluxe Bread,Bakery,Winter,0.05kg,11.03,8.09,2.83,523,3.84,2025-05-29
Deluxe Bread,Bakery,Spring,0.05kg,11.03,8.09,2.83,564,9.51,2025-05-24
Deluxe Bread,Bakery,Summer,0.05kg,11.03,8.09,2.83,512,5.18,2025-05-31
Deluxe Bread,Bakery,Autumn,0.05kg,11.03,8.09,2.83,279,11.44,2025-05-24
Deluxe Bread,Bakery,Monsoon,0.05kg,11.03,8.09,2.83,703,3.84,2025-05-26
Deluxe Bread,Bakery,Winter,0.10kg,11.96,11.72,3.23,471,6.69,2025-05-27
Deluxe Bread,Bakery,Spring,0.10kg,11.96,11.72,3.23,499,7.42,2025-05-25
Deluxe Bread,Bakery,Summer,0.10kg,11.96,11.72,3.23,340,3.82,2025-05-25
Deluxe Bread,Bakery,Autumn,0.10kg,11.96,11.72,3.23,331,17.62,2025-05-24
Deluxe Bread,Bakery,Monsoon,0.10kg,11.96,11.72,3.23,237,6.38,2025-05-28
Deluxe Bread,Bakery,Winter,0.20kg,10.62,11.14,3.08,352,28.54,2025-05-26
Deluxe Bread,Bakery,Spring,0.20kg,10.62,11.14,3.08,186,47.28,2025-05-24
Deluxe Bread,Bakery,Summer,0.20kg,10.62,11.14,3.08,298,41.62,2025-05-29
Deluxe Bread,Bakery,Autumn,0.20kg,10.62,11.14,3.08,226,41.11,2025-05-31
Deluxe Bread,Bakery,Monsoon,0.20kg,10.62,11.14,3.08,596,45.48,2025-05-29
Deluxe Donut,Bakery,Winter,0.05kg,8.83,9.41,2.07,207,10.89,2025-05-28
Deluxe Donut,Bakery,Spring,0.05kg,8.83,9.41,2.07,528,8.38,2025-05-28
Deluxe Donut,Bakery,Summer,0.05kg,8.83,9.41,2.07,296,5.95,2025-05-24
Deluxe Donut,Bakery,Autumn,0.05kg,8.83,9.41,2.07,267,5.53,2025-05-24
Deluxe Donut,Bakery,Monsoon,0.05kg,8.83,9.41,2.07,492,9.47,2025-05-26
Deluxe Donut,Bakery,Winter,0.10kg,11.11,9.38,3.08,421,9.53,2025-05-26
Deluxe Donut,Bakery,Spring,0.10kg,11.11,9.38,3.08,608,2.81,2025-05-27
Deluxe Donut,Bakery,Summer,0.10kg,11.11,9.38,3.08,864,7.79,2025-05-24
Deluxe Donut,Bakery,Autumn,0.10kg,11.11,9.38,3.08,226,4.0,2025-05-31
Deluxe Donut,Bakery,Monsoon,0.10kg,11.11,9.38,3.08,455,24.32,2025-05-31
Deluxe Donut,Bakery,Winter,0.20kg,9.34,11.56,2.95,463,39.89,2025-05-26
Deluxe Donut,Bakery,Spring,0.20kg,9.34,11.56,2.95,253,39.23,2025-05-27
Deluxe Donut,Bakery,Summer,0.20kg,9.34,11.56,2.95,462,48.46,2025-05-24
Deluxe Donut,Bakery,Autumn,0.20kg,9.34,11.56,2.95,545,16.69,2025-05-27
Deluxe Donut,Bakery,Monsoon,0.20kg,9.34,11.56,2.95,256,47.92,2025-05-30
Essence Cake,Bakery,Winter,0.05kg,8.96,8.74,3.17,172,5.95,2025-05-27
Essence Cake,Bakery,Spring,0.05kg,8.96,8.74,3.17,417,6.39,2025-05-31
Essence Cake,Bakery,Summer,0.05kg,8.96,8.74,3.17,485,2.42,2025-05-26
Essence Cake,Bakery,Autumn,0.05kg,8.96,8.74,3.17,625,5.45,2025-05-28
Essence Cake,Bakery,Monsoon,0.05kg,8.96,8.74,3.17,746,4.99,2025-05-26
Essence Cake,Bakery,Winter,0.10kg,11.94,9.62,2.24,411,4.47,2025-05-29
Essence Cake,Bakery,Spring,0.10kg,11.94,9.62,2.24,487,6.65,2025-05-24
Essence Cake,Bakery,Summer,0.10kg,11.94,9.62,2.24,956,20.96,2025-05-28
Essence Cake,Bakery,Autumn,0.10kg,11.94,9.62,2.24,462,5.1,2025-05-24
Essence Cake,Bakery,Monsoon,0.10kg,11.94,9.62,2.24,571,10.97,2025-05-24
Essence Cake,Bakery,Winter,0.20kg,8.93,8.97,2.64,152,24.18,2025-05-27
Essence Cake,Bakery,Spring,0.20kg,8.93,8.97,2.64,604,12.17,2025-05-28
Essence Cake,Bakery,Summer,0.20kg,8.93,8.97,2.64,469,17.51,2025-05-28
Essence Cake,Bakery,Autumn,0.20kg,8.93,8.97,2.64,198,32.06,2025-05-25
Essence Cake,Bakery,Monsoon,0.20kg,8.93,8.97,2.64,823,27.16,2025-05-30
Fresh Donut,Bakery,Winter,0.05kg,8.02,11.87,2.87,377,7.73,2025-05-28
Fresh Donut,Bakery,Spring,0.05kg,8.02,11.87,2.87,709,9.55,2025-05-26
Fresh Donut,Bakery,Summer,0.05kg,8.02,11.87,2.87,928,7.22,2025-05-29
Fresh Donut,Bakery,Autumn,0.05kg,8.02,11.87,2.87,398,11.6,2025-05-27
Fresh Donut,Bakery,Monsoon,0.05kg,8.02,11.87,2.87,685,5.72,2025-05-30
Fresh Donut,Bakery,Winter,0.10kg,10.07,9.66,2.68,163,8.05,2025-05-26
Fresh Donut,Bakery,Spring,0.10kg,10.07,9.66,2.68,656,20.52,2025-05-30
Fresh Donut,Bakery,Summer,0.10kg,10.07,9.66,2.68,981,23.11,2025-05-25
Fresh Donut,Bakery,Autumn,0.10kg,10.07,9.66,2.68,255,11.11,2025-05-25
Fresh Donut,Bakery,Monsoon,0.10kg,10.07,9.66,2.68,643,5.45,2025-05-24
Fresh Donut,Bakery,Winter,0.20kg,8.81,8.36,3.14,238,39.32,2025-05-26
Fresh Donut,Bakery,Spring,0.20kg,8.81,8.36,3.14,545,34.23,2025-05-25
Fresh Donut,Bakery,Summer,0.20kg,8.81,8.36,3.14,632,22.92,2025-05-27
Fresh Donut,Bakery,Autumn,0.20kg,8.81,8.36,3.14,274,16.59,2025-05-26
Fresh Donut,Bakery,Monsoon,0.20kg,8.81,8.36,3.14,280,8.23,2025-05-29
Golden Croissant,Bakery,Winter,0.05kg,9.63,10.15,3.11,350,5.15,2025-05-26
Golden Croissant,Bakery,Spring,0.05kg,9.63,10.15,3.11,195,5.89,2025-05-31
Golden Croissant,Bakery,Summer,0.05kg,9.63,10.15,3.11,840,3.92,2025-05-24
Golden Croissant,Bakery,Autumn,0.05kg,9.63,10.15,3.11,689,7.36,2025-05-25
Golden Croissant,Bakery,Monsoon,0.05kg,9.63,10.15,3.11,245,3.41,2025-05-30
Golden Croissant,Bakery,Winter,0.10kg,10.58,11.14,3.75,342,8.7,2025-05-28
Golden Croissant,Bakery,Spring,0.10kg,10.58,11.14,3.75,486,8.19,2025-05-30
Golden Croissant,Bakery,Summer,0.10kg,10.58,11.14,3.75,622,8.63,2025-05-25
Golden Croissant,Bakery,Autumn,0.10kg,10.58,11.14,3.75,259,7.29,2025-05-29
Golden Croissant,Bakery,Monsoon,0.10kg,10.58,11.14,3.75,646,23.21,2025-05-28
Golden Croissant,Bakery,Winter,0.20kg,8.15,8.29,3.68,392,34.91,2025-05-31
Golden Croissant,Bakery,Spring,0.20kg,8.15,8.29,3.68,511,35.09,2025-05-27
Golden Croissant,Bakery,Summer,0.20kg,8.15,8.29,3.68,688,32.27,2025-05-30
Golden Croissant,Bakery,Autumn,0.20kg,8.15,8.29,3.68,579,29.42,2025-05-29
Golden Croissant,Bakery,Monsoon,0.20kg,8.15,8.29,3.68,822,22.71,2025-05-29
Natural Bread,Bakery,Winter,0.05kg,11.8,10.27,3.41,442,9.4,2025-05-30
Natural Bread,Bakery,Spring,0.05kg,11.8,10.27,3.41,214,11.82,2025-05-27
Natural Bread,Bakery,Summer,0.05kg,11.8,10.27,3.41,841,5.17,2025-05-30
Natural Bread,Bakery,Autumn,0.05kg,11.8,10.27,3.41,419,5.08,2025-05-24
Natural Bread,Bakery,Monsoon,0.05kg,11.8,10.27,3.41,495,6.41,2025-05-30
Natural Bread,Bakery,Winter,0.10kg,11.5,8.84,2.23,203,3.15,2025-05-29
Natural Bread,Bakery,Spring,0.10kg,11.5,8.84,2.23,313,24.76,2025-05-29
Natural Bread,Bakery,Summer,0.10kg,11.5,8.84,2.23,468,3.15,2025-05-24
Natural Bread,Bakery,Autumn,0.10kg,11.5,8.84,2.23,562,4.35,2025-05-27
Natural Bread,Bakery,Monsoon,0.10kg,11.5,8.84,2.23,458,3.74,2025-05-28
Natural Bread,Bakery,Winter,0.20kg,9.76,10.63,3.15,469,22.92,2025-05-26
Natural Bread,Bakery,Spring,0.20kg,9.76,10.63,3.15,195,45.64,2025-05-28
Natural Bread,Bakery,Summer,0.20kg,9.76,10.63,3.15,899,44.05,2025-05-30
Natural Bread,Bakery,Autumn,0.20kg,9.76,10.63,3.15,594,30.39,2025-05-26
Natural Bread,Bakery,Monsoon,0.20kg,9.76,10.63,3.15,789,15.93,2025-05-31
Pure Cake,Bakery,Winter,0.05kg,8.3,8.29,2.22,409,2.79,2025-05-28
Pure Cake,Bakery,Spring,0.05kg,8.3,8.29,2.22,370,2.5,2025-05-24
Pure Cake,Bakery,Summer,0.05kg,8.3,8.29,2.22,666,11.8,2025-05-31
Pure Cake,Bakery,Autumn,0.05kg,8.3,8.29,2.22,428,8.85,2025-05-28
Pure Cake,Bakery,Monsoon,0.05kg,8.3,8.29,2.22,400,1.91,2025-05-24
Pure Cake,Bakery,Winter,0.10kg,9.22,9.31,3.88,321,4.45,2025-05-30
Pure Cake,Bakery,Spring,0.10kg,9.22,9.31,3.88,354,6.94,2025-05-30
Pure Cake,Bakery,Summer,0.10kg,9.22,9.31,3.88,672,22.39,2025-05-31
Pure Cake,Bakery,Autumn,0.10kg,9.22,9.31,3.88,456,7.56,2025-05-27
Pure Cake,Bakery,Monsoon,0.10kg,9.22,9.31,3.88,443,23.18,2025-05-28
Pure Cake,Bakery,Winter,0.20kg,11.89,9.12,2.46,239,34.66,2025-05-27
Pure Cake,Bakery,Spring,0.20kg,11.89,9.12,2.46,514,25.32,2025-05-27
Pure Cake,Bakery,Summer,0.20kg,11.89,9.12,2.46,618,52.21,2025-05-25
Pure Cake,Bakery,Autumn,0.20kg,11.89,9.12,2.46,526,31.84,2025-05-30
Pure Cake,Bakery,Monsoon,0.20kg,11.89,9.12,2.46,299,9.52,2025-05-31
Pure Croissant,Bakery,Winter,0.05kg,8.92,11.59,2.37,490,10.21,2025-05-24
Pure Croissant,Bakery,Spring,0.05kg,8.92,11.59,2.37,553,8.99,2025-05-24
Pure Croissant,Bakery,Summer,0.05kg,8.92,11.59,2.37,757,4.28,2025-05-30
Pure Croissant,Bakery,Autumn,0.05kg,8.92,11.59,2.37,482,5.87,2025-05-31
Pure Croissant,Bakery,Monsoon,0.05kg,8.92,11.59,2.37,368,3.43,2025-05-27
Pure Croissant,Bakery,Winter,0.10kg,10.94,11.95,3.52,488,6.86,2025-05-30
Pure Croissant,Bakery,Spring,0.10kg,10.94,11.95,3.52,568,2.72,2025-05-30
Pure Croissant,Bakery,Summer,0.10kg,10.94,11.95,3.52,737,3.97,2025-05-31
Pure Croissant,Bakery,Autumn,0.10kg,10.94,11.95,3.52,533,15.34,2025-05-29
Pure Croissant,Bakery,Monsoon,0.10kg,10.94,11.95,3.52,452,24.26,2025-05-26
Pure Croissant,Bakery,Winter,0.20kg,9.08,9.35,3.19,232,29.45,2025-05-30
Pure Croissant,Bakery,Spring,0.20kg,9.08,9.35,3.19,695,10.2,2025-05-26
Pure Croissant,Bakery,Summer,0.20kg,9.08,9.35,3.19,268,15.67,2025-05-28
Pure Croissant,Bakery,Autumn,0.20kg,9.08,9.35,3.19,366,17.33,2025-05-26
Pure Croissant,Bakery,Monsoon,0.20kg,9.08,9.35,3.19,298,25.66,2025-05-28
Royal Donut,Bakery,Winter,0.05kg,10.92,8.08,2.95,520,6.09,2025-05-30
Royal Donut,Bakery,Spring,0.05kg,10.92,8.08,2.95,382,6.46,2025-05-29
Royal Donut,Bakery,Summer,0.05kg,10.92,8.08,2.95,589,6.27,2025-05-26
Royal Donut,Bakery,Autumn,0.05kg,10.92,8.08,2.95,445,8.19,2025-05-27
Royal Donut,Bakery,Monsoon,0.05kg,10.92,8.08,2.95,343,11.3,2025-05-27
Royal Donut,Bakery,Winter,0.10kg,8.76,9.25,3.22,247,10.95,2025-05-28
Royal Donut,Bakery,Spring,0.10kg,8.76,9.25,3.22,689,6.0,2025-05-30
Royal Donut,Bakery,Summer,0.10kg,8.76,9.25,3.22,269,19.22,2025-05-28
Royal Donut,Bakery,Autumn,0.10kg,8.76,9.25,3.22,276,11.48,2025-05-27
Royal Donut,Bakery,Monsoon,0.10kg,8.76,9.25,3.22,664,4.02,2025-05-25
Royal Donut,Bakery,Winter,0.20kg,8.0,9.6,3.28,348,40.53,2025-05-26
Royal Donut,Bakery,Spring,0.20kg,8.0,9.6,3.28,477,24.56,2025-05-30
Royal Donut,Bakery,Summer,0.20kg,8.0,9.6,3.28,563,31.36,2025-05-25
Royal Donut,Bakery,Autumn,0.20kg,8.0,9.6,3.28,257,20.19,2025-05-29
Royal Donut,Bakery,Monsoon,0.20kg,8.0,9.6,3.28,356,45.64,2025-05-24
Rustic Muffin,Bakery,Winter,0.05kg,9.49,10.86,2.95,275,8.94,2025-05-24
Rustic Muffin,Bakery,Spring,0.05kg,9.49,10.86,2.95,528,7.29,2025-05-28
Rustic Muffin,Bakery,Summer,0.05kg,9.49,10.86,2.95,494,9.36,2025-05-30
Rustic Muffin,Bakery,Autumn,0.05kg,9.49,10.86,2.95,633,8.79,2025-05-30
Rustic Muffin,Bakery,Monsoon,0.05kg,9.49,10.86,2.95,680,6.58,2025-05-29
Rustic Muffin,Bakery,Winter,0.10kg,11.31,9.12,2.75,219,10.71,2025-05-25
Rustic Muffin,Bakery,Spring,0.10kg,11.31,9.12,2.75,621,11.22,2025-05-30
Rustic Muffin,Bakery,Summer,0.10kg,11.31,9.12,2.75,573,25.35,2025-05-29
Rustic Muffin,Bakery,Autumn,0.10kg,11.31,9.12,2.75,284,22.62,2025-05-26
Rustic Muffin,Bakery,Monsoon,0.10kg,11.31,9.12,2.75,602,3.02,2025-05-26
Rustic Muffin,Bakery,Winter,0.20kg,11.47,8.32,2.34,505,30.38,2025-05-28
Rustic Muffin,Bakery,Spring,0.20kg,11.47,8.32,2.34,626,46.33,2025-05-25
Rustic Muffin,Bakery,Summer,0.20kg,11.47,8.32,2.34,734,15.8,2025-05-27
Rustic Muffin,Bakery,Autumn,0.20kg,11.47,8.32,2.34,296,42.05,2025-05-30
Rustic Muffin,Bakery,Monsoon,0.20kg,11.47,8.32,2.34,217,20.74,2025-05-31
Savory Cake,Bakery,Winter,0.05kg,9.43,8.0,3.53,246,1.67,2025-05-26
Savory Cake,Bakery,Spring,0.05kg,9.43,8.0,3.53,374,5.41,2025-05-30
Savory Cake,Bakery,Summer,0.05kg,9.43,8.0,3.53,492,4.77,2025-05-29
Savory Cake,Bakery,Autumn,0.05kg,9.43,8.0,3.53,449,7.48,2025-05-31
Savory Cake,Bakery,Monsoon,0.05kg,9.43,8.0,3.53,218,4.3,2025-05-25
Savory Cake,Bakery,Winter,0.10kg,9.51,11.84,3.57,351,11.38,2025-05-31
Savory Cake,Bakery,Spring,0.10kg,9.51,11.84,3.57,478,24.06,2025-05-30
Savory Cake,Bakery,Summer,0.10kg,9.51,11.84,3.57,931,8.43,2025-05-29
Savory Cake,Bakery,Autumn,0.10kg,9.51,11.84,3.57,438,23.43,2025-05-24
Savory Cake,Bakery,Monsoon,0.10kg,9.51,11.84,3.57,657,4.0,2025-05-26
Savory Cake,Bakery,Winter,0.20kg,11.42,8.38,3.44,221,23.45,2025-05-30
Savory Cake,Bakery,Spring,0.20kg,11.42,8.38,3.44,356,40.05,2025-05-27
Savory Cake,Bakery,Summer,0.20kg,11.42,8.38,3.44,941,8.64,2025-05-24
Savory Cake,Bakery,Autumn,0.20kg,11.42,8.38,3.44,680,13.75,2025-05-26
Savory Cake,Bakery,Monsoon,0.20kg,11.42,8.38,3.44,243,17.02,2025-05-30
Urban Cake,Bakery,Winter,0.05kg,11.95,9.61,3.78,337,7.51,2025-05-27
Urban Cake,Bakery,Spring,0.05kg,11.95,9.61,3.78,684,5.11,2025-05-29
Urban Cake,Bakery,Summer,0.05kg,11.95,9.61,3.78,785,2.61,2025-05-31
Urban Cake,Bakery,Autumn,0.05kg,11.95,9.61,3.78,176,7.96,2025-05-31
Urban Cake,Bakery,Monsoon,0.05kg,11.95,9.61,3.78,234,10.08,2025-05-31
Urban Cake,Bakery,Winter,0.10kg,9.05,9.08,2.11,414,20.17,2025-05-27
Urban Cake,Bakery,Spring,0.10kg,9.05,9.08,2.11,288,7.32,2025-05-24
Urban Cake,Bakery,Summer,0.10kg,9.05,9.08,2.11,978,13.26,2025-05-28
Urban Cake,Bakery,Autumn,0.10kg,9.05,9.08,2.11,643,23.42,2025-05-31
Urban Cake,Bakery,Monsoon,0.10kg,9.05,9.08,2.11,566,6.97,2025-05-24
Urban Cake,Bakery,Winter,0.20kg,11.14,11.93,2.05,160,38.1,2025-05-30
Urban Cake,Bakery,Spring,0.20kg,11.14,11.93,2.05,488,41.23,2025-05-27
Urban Cake,Bakery,Summer,0.20kg,11.14,11.93,2.05,934,44.72,2025-05-26
Urban Cake,Bakery,Autumn,0.20kg,11.14,11.93,2.05,215,14.73,2025-05-30
Urban Cake,Bakery,Monsoon,0.20kg,11.14,11.93,2.05,333,41.1,2025-05-25
Classic Soda,Beverages,Winter,1000ml,22.93,7.0,7.68,296,13.19,2027-05-04
Classic Soda,Beverages,Spring,1000ml,22.93,7.0,7.68,388,31.17,2026-09-24
Classic Soda,Beverages,Summer,1000ml,22.93,7.0,7.68,407,54.98,2026-05-27
Classic Soda,Beverages,Autumn,1000ml,22.93,7.0,7.68,577,19.53,2026-08-10
Classic Soda,Beverages,Monsoon,1000ml,22.93,7.0,7.68,409,37.07,2026-07-26
Classic Soda,Beverages,Winter,250ml,22.6,7.23,6.63,226,3.41,2026-08-02
Classic Soda,Beverages,Spring,250ml,22.6,7.23,6.63,230,11.33,2027-04-19
Classic Soda,Beverages,Summer,250ml,22.6,7.23,6.63,662,5.81,2026-06-19
Classic Soda,Beverages,Autumn,250ml,22.6,7.23,6.63,319,3.4,2026-07-14
Classic Soda,Beverages,Monsoon,250ml,22.6,7.23,6.63,663,12.47,2026-08-19
Classic Soda,Beverages,Winter,500ml,24.9,7.08,6.78,482,3.75,2026-08-22
Classic Soda,Beverages,Spring,500ml,24.9,7.08,6.78,357,18.22,2026-10-18
Classic Soda,Beverages,Summer,500ml,24.9,7.08,6.78,605,11.34,2026-10-28
Classic Soda,Beverages,Autumn,500ml,24.9,7.08,6.78,539,24.26,2027-01-02
Classic Soda,Beverages,Monsoon,500ml,24.9,7.08,6.78,455,21.55,2026-11-03
Deluxe Soda,Beverages,Winter,1000ml,20.61,7.92,7.61,175,21.17,2026-08-24
Deluxe Soda,Beverages,Spring,1000ml,20.61,7.92,7.61,565,8.98,2026-10-31
Deluxe Soda,Beverages,Summer,1000ml,20.61,7.92,7.61,451,46.9,2026-07-09
Deluxe Soda,Beverages,Autumn,1000ml,20.61,7.92,7.61,657,33.12,2026-12-24
Deluxe Soda,Beverages,Monsoon,1000ml,20.61,7.92,7.61,421,32.8,2027-01-10
Deluxe Soda,Beverages,Winter,250ml,21.94,6.49,7.3,362,1.38,2026-09-20
Deluxe Soda,Beverages,Spring,250ml,21.94,6.49,7.3,694,1.77,2027-01-26
Deluxe Soda,Beverages,Summer,250ml,21.94,6.49,7.3,582,8.7,2026-10-19
Deluxe Soda,Beverages,Autumn,250ml,21.94,6.49,7.3,182,10.8,2026-07-15
Deluxe Soda,Beverages,Monsoon,250ml,21.94,6.49,7.3,678,7.57,2026-08-25
Deluxe Soda,Beverages,Winter,500ml,21.92,7.67,7.71,350,16.85,2027-04-02
Deluxe Soda,Beverages,Spring,500ml,21.92,7.67,7.71,490,5.19,2026-09-27
Deluxe Soda,Beverages,Summer,500ml,21.92,7.67,7.71,894,20.96,2026-11-18
Deluxe Soda,Beverages,Autumn,500ml,21.92,7.67,7.71,337,16.92,2026-07-10
Deluxe Soda,Beverages,Monsoon,500ml,21.92,7.67,7.71,646,6.56,2027-01-01
Fresh Soda,Beverages,Winter,1000ml,22.31,7.5,6.21,436,16.44,2027-01-24
Fresh Soda,Beverages,Spring,1000ml,22.31,7.5,6.21,576,22.02,2027-03-12
Fresh Soda,Beverages,Summer,1000ml,22.31,7.5,6.21,687,42.43,2026-08-23
Fresh Soda,Beverages,Autumn,1000ml,22.31,7.5,6.21,404,37.91,2026-06-17
Fresh Soda,Beverages,Monsoon,1000ml,22.31,7.5,6.21,574,40.65,2026-07-27
Fresh Soda,Beverages,Winter,250ml,21.9,7.25,6.62,335,8.25,2026-07-20
Fresh Soda,Beverages,Spring,250ml,21.9,7.25,6.62,324,3.81,2027-04-22
Fresh Soda,Beverages,Summer,250ml,21.9,7.25,6.62,810,13.28,2026-07-11
Fresh Soda,Beverages,Autumn,250ml,21.9,7.25,6.62,242,1.61,2026-12-26
Fresh Soda,Beverages,Monsoon,250ml,21.9,7.25,6.62,329,1.26,2027-02-06
Fresh Soda,Beverages,Winter,500ml,19.22,7.2,6.84,332,9.87,2027-01-19
Fresh Soda,Beverages,Spring,500ml,19.22,7.2,6.84,699,20.46,2026-12-09
Fresh Soda,Beverages,Summer,500ml,19.22,7.2,6.84,359,25.55,2026-08-13
Fresh Soda,Beverages,Autumn,500ml,19.22,7.2,6.84,265,4.07,2026-11-29
Fresh Soda,Beverages,Monsoon,500ml,19.22,7.2,6.84,647,6.97,2026-08-27
Fresh Tea,Beverages,Winter,1000ml,24.24,6.52,7.93,553,28.25,2027-05-14
Fresh Tea,Beverages,Spring,1000ml,24.24,6.52,7.93,272,37.61,2026-12-17
Fresh Tea,Beverages,Summer,1000ml,24.24,6.52,7.93,446,25.43,2026-12-27
Fresh Tea,Beverages,Autumn,1000ml,24.24,6.52,7.93,517,23.4,2026-10-13
Fresh Tea,Beverages,Monsoon,1000ml,24.24,6.52,7.93,800,21.23,2027-02-13
Fresh Tea,Beverages,Winter,250ml,19.15,6.55,7.03,166,8.09,2027-03-04
Fresh Tea,Beverages,Spring,250ml,19.15,6.55,7.03,735,5.94,2027-04-25
Fresh Tea,Beverages,Summer,250ml,19.15,6.55,7.03,1060,2.73,2027-03-16
Fresh Tea,Beverages,Autumn,250ml,19.15,6.55,7.03,188,7.99,2027-02-12
Fresh Tea,Beverages,Monsoon,250ml,19.15,6.55,7.03,354,12.25,2027-01-12
Fresh Tea,Beverages,Winter,500ml,23.57,6.99,6.83,329,12.5,2027-03-15
Fresh Tea,Beverages,Spring,500ml,23.57,6.99,6.83,402,8.67,2026-10-12
Fresh Tea,Beverages,Summer,500ml,23.57,6.99,6.83,758,18.72,2026-07-23
Fresh Tea,Beverages,Autumn,500ml,23.57,6.99,6.83,554,21.8,2026-07-14
Fresh Tea,Beverages,Monsoon,500ml,23.57,6.99,6.83,276,15.64,2026-10-19
Golden Juice,Beverages,Winter,1000ml,23.61,6.91,6.31,211,5.8,2026-05-17
Golden Juice,Beverages,Spring,1000ml,23.61,6.91,6.31,388,24.02,2026-06-21
Golden Juice,Beverages,Summer,1000ml,23.61,6.91,6.31,280,54.81,2027-03-12
