Product_Name,Category,Profit_Per_Unit,Sales_Last_30_Days,Season_Used,Width_cm,Height_cm,Manufacturing_Date,Expiry_Date
Lizol Toilet Cleaner 1300g,Household,8.82,518,Monsoon,5.8,4.7,12-07-2024,15-01-2025
Haldiram's Chips 300g,Snacks,49.84,789,Winter,4.2,20.8,18-02-2025,09-12-2025
Harpic Air Freshener 200g,Household,16.07,822,Winter,14.1,20.3,07-03-2025,27-12-2025
Bru Juice 400g,Beverages,38.81,449,Winter,2.2,22.5,20-05-2024,25-04-2025
Parle Chocolate 1250g,Snacks,47.4,895,Monsoon,13.5,26.5,10-10-2024,20-03-2025
Tata Tea Soft Drink 450g,Beverages,11.69,234,Winter,5.5,27.8,26-06-2024,27-04-2025
Colgate Soap 150g,Personal Care,45.83,476,Monsoon,9.6,23.7,10-08-2024,11-12-2024
Paperboat Soft Drink 900g,Beverages,24.81,894,Monsoon,15.2,7,06-10-2024,16-02-2025
Red Bull Energy Drink 300g,Beverages,43.25,962,Monsoon,6.9,2.4,31-07-2024,29-11-2024
Patanjali Face Wash 1200g,Personal Care,39.22,664,Winter,13.8,26.4,15-08-2024,02-08-2025
Paperboat Juice 900g,Beverages,16.62,939,Winter,4.5,21.6,28-10-2024,04-09-2025
Red Bull Tea 450g,Beverages,33.34,640,Spring,10.1,11,16-07-2024,09-02-2025
Haldiram's Namkeen 50g,Snacks,17.16,649,Monsoon,11.2,14.1,24-12-2024,03-07-2025
Parle Chocolate 700g,Snacks,20.19,132,Autumn,16.1,6.4,26-10-2024,21-06-2025
Harpic Detergent Powder 200g,Household,44.59,116,Summer,11.6,14.6,04-10-2024,28-09-2025
Patanjali Soap 750g,Personal Care,9.89,400,Autumn,5.1,7.1,13-06-2024,12-11-2024
ITC Namkeen 550g,Snacks,31.6,626,Summer,13.3,6.7,26-02-2025,26-12-2025
Mother Dairy Milk 1500g,Dairy,7.92,304,Monsoon,16.8,6.4,30-08-2024,14-02-2025
ITC Chocolate 1150g,Snacks,12.47,626,Winter,2.5,17.6,24-05-2024,16-10-2024
Britannia Cookies 1200g,Snacks,16.36,993,Spring,19.4,10.7,13-08-2024,06-12-2024
Paperboat Tea 600g,Beverages,44.22,81,Autumn,8,1.4,12-08-2024,07-02-2025
Himalaya Soap 1100g,Personal Care,11.17,93,Monsoon,14.5,8.1,24-06-2024,23-05-2025
Paperboat Juice 1000g,Beverages,18.96,844,Summer,2.6,13.2,11-12-2024,02-10-2025
Colgate Toothpaste 1100g,Personal Care,30.45,408,Autumn,16.6,19.3,24-09-2024,11-01-2025
Amul Yogurt 1400g,Dairy,17.33,691,Autumn,10.1,8.8,25-12-2024,19-09-2025
Red Bull Energy Drink 400g,Beverages,45.19,811,Winter,15.4,18.6,10-12-2024,22-10-2025
Parle Cookies 1500g,Snacks,47.01,649,Autumn,5.7,6.4,27-10-2024,27-07-2025
Tata Tea Soft Drink 1200g,Beverages,34.87,736,Spring,15.7,21.4,24-02-2025,05-01-2026
Surf Excel Air Freshener 550g,Household,18.55,795,Winter,2,12.2,06-09-2024,30-05-2025
Vim Dishwash Liquid 1150g,Household,22.22,892,Monsoon,13.1,15.1,07-10-2024,25-01-2025
Colgate Face Wash 100g,Personal Care,39.01,645,Autumn,9.1,11.9,10-09-2024,13-07-2025
Colgate Body Lotion 1400g,Personal Care,32.16,582,Summer,10.1,2.3,07-11-2024,07-10-2025
Red Bull Soft Drink 500g,Beverages,22.93,577,Spring,17.7,23.5,01-01-2025,03-04-2025
Patanjali Shampoo 100g,Personal Care,49.08,159,Autumn,13.6,14.5,05-04-2025,09-03-2026
Haldiram's Chips 350g,Snacks,7.97,586,Summer,18.8,16.2,30-12-2024,19-11-2025
Patanjali Body Lotion 1150g,Personal Care,15.25,633,Spring,19.7,9.9,29-05-2024,23-02-2025
Paperboat Soft Drink 1300g,Beverages,8.74,49,Winter,12.8,15.2,13-06-2024,01-11-2024
Himalaya Soap 700g,Personal Care,8.99,254,Summer,8.6,8,10-07-2024,17-10-2024
Tata Tea Tea 700g,Beverages,11.63,16,Monsoon,12.9,21.3,11-04-2025,29-08-2025
Britannia Chips 1000g,Snacks,23.3,378,Monsoon,11.2,23.9,06-01-2025,19-11-2025
Britannia Chocolate 1450g,Snacks,40.69,412,Autumn,7.9,11.6,08-06-2024,16-01-2025
Colgate Body Lotion 550g,Personal Care,33.84,78,Monsoon,3.1,29.2,24-08-2024,21-05-2025
Himalaya Body Lotion 350g,Personal Care,35.81,463,Summer,4.6,18.6,26-11-2024,15-07-2025
ITC Namkeen 800g,Snacks,40.84,532,Spring,19.6,15.6,12-06-2024,11-04-2025
Bru Coffee 850g,Beverages,22.13,807,Spring,4.6,28.5,23-09-2024,09-05-2025
Patanjali Toothpaste 1350g,Personal Care,23.24,686,Autumn,2.7,3.3,05-11-2024,02-07-2025
Colgate Face Wash 1350g,Personal Care,8.43,484,Winter,15.1,13.4,22-09-2024,04-02-2025
Mother Dairy Cheese 300g,Dairy,49.81,924,Autumn,13.8,7.5,05-04-2025,18-07-2025
Dove Soap 350g,Personal Care,10.89,743,Spring,13.1,26.8,07-09-2024,17-01-2025
Colgate Face Wash 150g,Personal Care,23.48,545,Spring,8.2,22.8,15-10-2024,31-07-2025
Bru Energy Drink 800g,Beverages,14.85,917,Spring,6,3.2,30-05-2024,28-04-2025
Britannia Cookies 300g,Snacks,17.08,465,Winter,18.7,15.7,10-02-2025,15-05-2025
Himalaya Body Lotion 650g,Personal Care,46.47,336,Monsoon,10.9,25.7,23-07-2024,31-05-2025
Tata Tea Juice 100g,Beverages,21.87,584,Summer,10.9,19.4,26-07-2024,01-11-2024
Bru Soft Drink 800g,Beverages,6.88,771,Winter,13.8,19.8,30-10-2024,18-03-2025
Surf Excel Air Freshener 850g,Household,16.63,994,Autumn,2.1,28.8,04-11-2024,04-02-2025
Mother Dairy Milk 150g,Dairy,23.09,47,Summer,14.1,20.9,01-10-2024,11-08-2025
Patanjali Toothpaste 850g,Personal Care,41.59,810,Autumn,14.2,29.6,22-12-2024,29-11-2025
Vim Floor Cleaner 750g,Household,14.62,26,Winter,9.6,25.2,14-03-2025,10-09-2025
Amul Yogurt 350g,Dairy,15.57,311,Autumn,17.6,7.3,30-01-2025,22-09-2025
Harpic Floor Cleaner 1400g,Household,32.74,361,Winter,13.9,6.5,23-08-2024,08-07-2025
Amul Paneer 800g,Dairy,18.36,803,Monsoon,15.3,6.6,21-08-2024,27-01-2025
Colgate Soap 600g,Personal Care,8.63,12,Spring,4.2,9.4,07-03-2025,16-02-2026
Tata Tea Soft Drink 500g,Beverages,36.74,101,Autumn,15.6,20,16-06-2024,15-02-2025
ITC Biscuits 1350g,Snacks,49.99,544,Summer,18.6,12.4,18-05-2024,09-02-2025
Himalaya Face Wash 900g,Personal Care,24.95,885,Monsoon,19.6,13.3,09-11-2024,20-10-2025
Parle Biscuits 50g,Snacks,21.3,620,Winter,14.4,14.1,29-10-2024,30-01-2025
Mother Dairy Butter 1400g,Dairy,49.4,688,Winter,10.4,25.2,13-12-2024,03-07-2025
Haldiram's Biscuits 850g,Snacks,26.73,683,Spring,2.3,12.4,29-08-2024,13-08-2025
Lizol Floor Cleaner 450g,Household,25.21,375,Monsoon,15,6,03-09-2024,03-04-2025
Paperboat Soft Drink 1200g,Beverages,40.02,941,Winter,13.7,28.6,14-09-2024,27-08-2025
Himalaya Toothpaste 150g,Personal Care,17.12,432,Winter,11.5,23.4,13-08-2024,08-08-2025
Bru Juice 900g,Beverages,12.89,16,Autumn,5.7,7.3,10-06-2024,02-04-2025
Dove Soap 1450g,Personal Care,7.86,451,Monsoon,19.3,18.3,17-07-2024,04-01-2025
Colgate Body Lotion 1450g,Personal Care,15.18,418,Summer,12,1.9,08-09-2024,30-04-2025
Haldiram's Cookies 200g,Snacks,8.75,928,Monsoon,5.2,2.7,28-02-2025,13-12-2025
Dove Soap 100g,Personal Care,9.13,35,Autumn,14.9,29.1,03-02-2025,13-11-2025
Surf Excel Dishwash Liquid 650g,Household,21.36,875,Spring,11.7,18.7,26-07-2024,24-11-2024
Surf Excel Toilet Cleaner 1400g,Household,9.88,137,Summer,2.4,24.6,01-09-2024,18-03-2025
Tata Tea Energy Drink 50g,Beverages,39.1,527,Summer,19.9,17.1,10-01-2025,20-08-2025
Harpic Detergent Powder 100g,Household,38.22,569,Summer,14.7,11.8,24-02-2025,13-08-2025
Paperboat Juice 100g,Beverages,45.44,285,Autumn,12.2,16.8,26-10-2024,02-03-2025
Amul Butter 1100g,Dairy,32.05,606,Monsoon,13.9,29.2,15-07-2024,09-04-2025
Bru Soft Drink 1300g,Beverages,42.46,701,Summer,15.4,12.4,17-01-2025,10-07-2025
Haldiram's Biscuits 1450g,Snacks,30.44,847,Autumn,11.7,17.5,24-06-2024,10-11-2024
Surf Excel Dishwash Liquid 1150g,Household,32.03,14,Monsoon,9.6,13.7,29-07-2024,11-12-2024
Harpic Dishwash Liquid 1450g,Household,13.7,808,Autumn,16.3,28.9,11-01-2025,16-07-2025
Surf Excel Toilet Cleaner 750g,Household,23.58,825,Autumn,7.8,21.1,08-11-2024,09-03-2025
Tata Tea Energy Drink 550g,Beverages,40.03,208,Autumn,2.3,15.4,28-05-2024,09-01-2025
Colgate Toothpaste 550g,Personal Care,25.25,93,Monsoon,11.3,22.9,28-12-2024,06-12-2025
Lizol Floor Cleaner 1150g,Household,16.97,418,Autumn,12.3,9.3,15-03-2025,26-02-2026
Parle Namkeen 350g,Snacks,38.97,850,Winter,9.7,20.9,15-06-2024,19-04-2025
Lizol Floor Cleaner 600g,Household,44.1,720,Spring,16.4,10.5,11-10-2024,02-06-2025
Britannia Namkeen 500g,Snacks,41.27,63,Spring,18.8,12.3,30-03-2025,26-02-2026
Vim Dishwash Liquid 1300g,Household,26.87,17,Summer,12.6,1.3,14-11-2024,12-07-2025
Colgate Soap 1350g,Personal Care,32.37,707,Winter,3.7,8.4,01-10-2024,25-08-2025
Harpic Floor Cleaner 1050g,Household,24.08,50,Autumn,15.6,23.9,28-05-2024,21-11-2024
Britannia Chocolate 1500g,Snacks,39.19,426,Winter,5.3,14.6,01-02-2025,10-01-2026
Himalaya Face Wash 300g,Personal Care,6.37,504,Summer,19.8,5,05-02-2025,17-09-2025
Surf Excel Detergent Powder 1500g,Household,24.98,716,Monsoon,3.2,28.7,07-02-2025,23-12-2025
ITC Chips 600g,Snacks,23.7,129,Autumn,8.8,29.5,01-06-2024,26-10-2024
Paperboat Tea 650g,Beverages,35.13,184,Summer,2,21.1,08-01-2025,19-07-2025
Himalaya Toothpaste 400g,Personal Care,39.36,568,Autumn,19.7,27.9,27-06-2024,14-02-2025
Dove Soap 200g,Personal Care,5.59,178,Autumn,11.7,10.7,08-11-2024,23-02-2025
Haldiram's Cookies 700g,Snacks,14.38,626,Autumn,12.1,22.8,29-05-2024,02-02-2025
Parle Chocolate 1150g,Snacks,14.61,12,Spring,15.6,4.1,24-12-2024,21-06-2025
Haldiram's Chocolate 300g,Snacks,12.45,663,Summer,18.7,6.1,01-01-2025,18-11-2025
Paperboat Juice 1450g,Beverages,15.62,678,Autumn,7.8,22.7,12-11-2024,05-10-2025
Britannia Chocolate 800g,Snacks,30.12,973,Autumn,8.7,16.1,29-07-2024,16-03-2025
Patanjali Toothpaste 700g,Personal Care,21.12,786,Summer,9.1,10.5,29-10-2024,13-10-2025
Amul Yogurt 600g,Dairy,45.96,530,Monsoon,15,8.3,19-06-2024,02-06-2025
Tata Tea Soft Drink 850g,Beverages,36.67,857,Summer,14.7,22.4,25-01-2025,02-01-2026
Amul Paneer 1350g,Dairy,32.72,353,Spring,12.2,2.8,28-12-2024,06-06-2025
Harpic Floor Cleaner 750g,Household,8.93,34,Winter,12.5,13.4,27-10-2024,12-03-2025
Lizol Dishwash Liquid 1050g,Household,28.65,957,Spring,5.9,28,03-03-2025,26-07-2025
ITC Chips 1200g,Snacks,20.34,480,Autumn,8.5,20.3,27-01-2025,14-07-2025
Harpic Floor Cleaner 400g,Household,25.51,260,Monsoon,9.5,18.8,08-12-2024,27-07-2025
ITC Chips 450g,Snacks,40.77,452,Monsoon,8.2,8.1,30-08-2024,23-06-2025
Himalaya Soap 900g,Personal Care,46.51,852,Spring,15.2,10.6,29-05-2024,17-11-2024
Parle Biscuits 600g,Snacks,45.45,159,Monsoon,6.7,10.3,21-08-2024,28-05-2025
Vim Detergent Powder 1400g,Household,28.39,268,Autumn,15.7,12.5,08-08-2024,04-12-2024
Mother Dairy Butter 450g,Dairy,9.26,956,Summer,12.2,11.5,10-11-2024,30-04-2025
Surf Excel Detergent Powder 500g,Household,49.02,601,Winter,2.5,9.1,10-08-2024,29-01-2025
Dove Shampoo 1350g,Personal Care,18.69,22,Autumn,5.2,9.5,11-06-2024,24-01-2025
Lizol Dishwash Liquid 800g,Household,13.73,712,Monsoon,18,6.3,04-10-2024,30-01-2025
Bru Energy Drink 1300g,Beverages,12.89,310,Monsoon,8.2,18.4,16-05-2024,28-09-2024
Red Bull Tea 1050g,Beverages,43.51,69,Monsoon,4.7,6.4,04-03-2025,21-06-2025
Amul Milk 1150g,Dairy,28.41,36,Autumn,7.7,6.7,23-09-2024,04-03-2025
Red Bull Energy Drink 1000g,Beverages,31.73,54,Summer,13.9,4.2,26-06-2024,03-12-2024
Bru Soft Drink 100g,Beverages,29.48,307,Autumn,5.4,24.7,02-12-2024,06-08-2025
Haldiram's Biscuits 900g,Snacks,22.13,476,Winter,2.1,8.1,10-08-2024,29-11-2024
Red Bull Soft Drink 1250g,Beverages,13.81,101,Monsoon,10.9,3.2,28-02-2025,22-06-2025
Himalaya Toothpaste 950g,Personal Care,37.69,463,Summer,15,16.6,08-08-2024,08-01-2025
Amul Paneer 1400g,Dairy,28.86,711,Summer,7.6,2.1,04-01-2025,27-05-2025
Colgate Toothpaste 850g,Personal Care,14.11,671,Monsoon,3.5,26.2,08-07-2024,06-12-2024
ITC Chips 1300g,Snacks,39.73,739,Spring,18.8,29.5,26-08-2024,15-08-2025
Haldiram's Chocolate 600g,Snacks,42.28,219,Spring,7.1,1.4,03-11-2024,01-09-2025
Paperboat Energy Drink 1350g,Beverages,19.34,236,Spring,10.6,11,26-12-2024,14-09-2025
Colgate Shampoo 350g,Personal Care,37.85,735,Summer,7.3,7.2,20-10-2024,18-01-2025
Dove Body Lotion 1300g,Personal Care,18.12,393,Spring,7.3,9.4,14-09-2024,12-02-2025
Bru Tea 650g,Beverages,29.16,467,Summer,15.1,15.8,14-10-2024,30-03-2025
Britannia Chocolate 1000g,Snacks,35.69,593,Monsoon,17.4,1.7,02-06-2024,27-05-2025
Haldiram's Chocolate 100g,Snacks,37.81,835,Spring,19.4,27.6,09-10-2024,08-08-2025
Lizol Floor Cleaner 1300g,Household,49.82,650,Autumn,2.7,13.4,31-03-2025,10-08-2025
Lizol Air Freshener 450g,Household,45.81,658,Winter,6.3,2.5,19-01-2025,31-07-2025
Harpic Toilet Cleaner 400g,Household,38.97,250,Autumn,10.4,26.9,19-08-2024,04-01-2025
Patanjali Face Wash 900g,Personal Care,8.06,344,Spring,17.3,14.1,11-10-2024,22-06-2025
Britannia Cookies 1250g,Snacks,28.04,313,Autumn,19,15.4,08-01-2025,25-04-2025
Parle Namkeen 750g,Snacks,41.95,232,Summer,17.2,19.7,16-01-2025,17-07-2025
Himalaya Toothpaste 1500g,Personal Care,15.17,173,Autumn,14.5,13.5,03-11-2024,09-04-2025
Vim Detergent Powder 500g,Household,6.72,830,Monsoon,5,14,08-03-2025,08-07-2025
Dove Body Lotion 450g,Personal Care,23.94,266,Spring,11.6,20.6,15-08-2024,26-07-2025
Parle Chips 150g,Snacks,23.31,758,Spring,6.4,19.9,15-02-2025,13-07-2025
Britannia Cookies 800g,Snacks,27.95,261,Spring,11.4,11.2,02-02-2025,05-11-2025
Haldiram's Cookies 1350g,Snacks,19.44,781,Spring,6.3,12.2,28-01-2025,11-12-2025
Dove Shampoo 900g,Personal Care,33.56,608,Winter,14.2,5.1,01-02-2025,20-09-2025
Harpic Dishwash Liquid 750g,Household,8.07,989,Autumn,13.4,5.5,04-03-2025,11-11-2025
Britannia Chocolate 1100g,Snacks,39.99,194,Spring,10.2,13.2,27-08-2024,17-04-2025
Vim Floor Cleaner 1150g,Household,44.29,225,Spring,16.2,19.6,12-08-2024,16-01-2025
Paperboat Soft Drink 950g,Beverages,28.54,564,Monsoon,4.3,23.1,18-08-2024,18-06-2025
Himalaya Toothpaste 1400g,Personal Care,15.38,175,Autumn,9.3,17.2,11-11-2024,08-09-2025
Parle Namkeen 550g,Snacks,12.96,85,Autumn,12.3,6.7,02-12-2024,25-09-2025
Vim Toilet Cleaner 350g,Household,24.42,650,Autumn,2,9.1,09-12-2024,16-06-2025
Harpic Dishwash Liquid 500g,Household,49.52,906,Winter,2.2,4,10-08-2024,20-07-2025
Surf Excel Floor Cleaner 1250g,Household,26.83,309,Winter,5.1,21.3,26-12-2024,25-08-2025
Tata Tea Energy Drink 1250g,Beverages,24,785,Spring,15.8,27.3,14-11-2024,28-03-2025
Harpic Detergent Powder 150g,Household,16.69,465,Spring,19.1,8,07-12-2024,08-09-2025
Patanjali Soap 1000g,Personal Care,22.34,798,Autumn,19.4,12.7,09-02-2025,20-06-2025
Dove Toothpaste 1200g,Personal Care,22.67,681,Autumn,9.7,26.4,25-01-2025,21-08-2025
Parle Cookies 800g,Snacks,16.53,195,Summer,8.1,23.7,18-12-2024,29-09-2025
ITC Cookies 850g,Snacks,21.61,897,Spring,7.1,20.3,02-08-2024,08-12-2024
Haldiram's Namkeen 750g,Snacks,28.2,988,Monsoon,10.6,25.8,02-08-2024,05-01-2025
Colgate Face Wash 1200g,Personal Care,17.31,286,Spring,14.2,20.7,21-12-2024,14-08-2025
ITC Cookies 1500g,Snacks,35.47,242,Monsoon,5,20.2,07-01-2025,24-04-2025
ITC Chocolate 850g,Snacks,33.22,738,Autumn,4.4,27.5,24-12-2024,03-12-2025
Parle Cookies 1300g,Snacks,14.33,977,Winter,12.2,14.6,24-05-2024,14-09-2024
Lizol Detergent Powder 950g,Household,49.38,892,Monsoon,4,6.8,24-11-2024,26-02-2025
Red Bull Soft Drink 1450g,Beverages,43.76,868,Summer,16.5,10.4,29-01-2025,08-09-2025
Harpic Detergent Powder 1200g,Household,48.83,963,Summer,14.8,28.9,02-06-2024,12-04-2025
Paperboat Energy Drink 300g,Beverages,25.76,852,Autumn,18.3,4,19-10-2024,26-01-2025
Harpic Air Freshener 650g,Household,42,522,Autumn,5.7,14.8,08-09-2024,28-07-2025
Parle Chocolate 300g,Snacks,27.69,400,Summer,10.3,18.2,23-05-2024,13-09-2024
Patanjali Toothpaste 1200g,Personal Care,39.44,736,Summer,9.4,25.7,18-01-2025,05-10-2025
Colgate Body Lotion 100g,Personal Care,43.35,171,Winter,9.7,23.1,08-01-2025,25-07-2025
Dove Soap 250g,Personal Care,40.21,175,Summer,12.8,4.4,15-09-2024,06-07-2025
Mother Dairy Yogurt 1200g,Dairy,32.04,914,Spring,2.7,15.3,12-10-2024,17-03-2025
Patanjali Body Lotion 1400g,Personal Care,11.57,460,Monsoon,17.6,2.3,12-01-2025,18-11-2025
Vim Floor Cleaner 50g,Household,14.75,566,Spring,7.5,25.6,15-09-2024,09-03-2025
Lizol Detergent Powder 1000g,Household,39.21,829,Winter,11.3,15.7,12-09-2024,08-09-2025
ITC Namkeen 1300g,Snacks,26.13,248,Winter,15.7,9.8,22-10-2024,12-07-2025
Dove Face Wash 600g,Personal Care,5.75,485,Summer,2.3,25.9,05-04-2025,06-01-2026
Red Bull Juice 1250g,Beverages,48.65,295,Summer,7.2,13,24-06-2024,01-10-2024
Mother Dairy Butter 950g,Dairy,7.02,783,Autumn,12.5,12.5,22-02-2025,14-11-2025
Colgate Body Lotion 150g,Personal Care,25.28,665,Monsoon,13.9,16.4,25-10-2024,14-07-2025
Britannia Chips 450g,Snacks,45.49,950,Spring,15.8,23.4,01-10-2024,15-05-2025
Amul Yogurt 1350g,Dairy,16.89,577,Winter,18.8,13.6,01-06-2024,09-12-2024
ITC Cookies 400g,Snacks,43.6,186,Spring,7.6,6.5,31-03-2025,17-09-2025
Surf Excel Toilet Cleaner 600g,Household,49.61,96,Autumn,13.6,7.2,28-09-2024,15-04-2025
Mother Dairy Paneer 300g,Dairy,12.71,228,Spring,16.3,17.2,23-05-2024,30-11-2024
Britannia Cookies 1400g,Snacks,33.76,951,Spring,5.7,22.6,18-03-2025,18-09-2025
Red Bull Soft Drink 100g,Beverages,8.68,347,Summer,19.6,20.3,11-07-2024,09-05-2025
Amul Yogurt 850g,Dairy,23.32,310,Spring,15.7,26.6,05-12-2024,31-05-2025
Lizol Air Freshener 150g,Household,7.38,439,Autumn,15.8,26.6,17-07-2024,17-06-2025
Tata Tea Coffee 750g,Beverages,32.92,919,Monsoon,9.4,15.9,25-03-2025,10-03-2026
Haldiram's Cookies 400g,Snacks,11.77,973,Autumn,9,21.6,04-02-2025,02-08-2025
Paperboat Juice 550g,Beverages,27.37,663,Summer,4.7,1.3,07-06-2024,08-01-2025
Colgate Face Wash 1300g,Personal Care,36.78,990,Monsoon,8.4,1.1,03-11-2024,07-04-2025
Britannia Chocolate 950g,Snacks,19.22,845,Summer,14.3,20.9,19-03-2025,11-08-2025
Tata Tea Tea 750g,Beverages,47.85,870,Spring,4.1,1.1,25-05-2024,05-05-2025
Surf Excel Toilet Cleaner 1000g,Household,45.87,796,Winter,15.9,3.3,20-06-2024,01-01-2025
Colgate Face Wash 1400g,Personal Care,29.37,229,Winter,13.5,8.7,01-02-2025,27-06-2025
Himalaya Toothpaste 1100g,Personal Care,12.44,987,Spring,13.6,28.3,16-12-2024,21-04-2025
Surf Excel Toilet Cleaner 650g,Household,11.17,587,Winter,19.5,6.5,15-07-2024,01-01-2025
Colgate Shampoo 800g,Personal Care,14.56,827,Spring,8.6,29.2,19-01-2025,01-06-2025
Surf Excel Floor Cleaner 100g,Household,11.26,881,Spring,3.2,20.1,14-05-2024,01-02-2025
Haldiram's Namkeen 400g,Snacks,28.57,851,Monsoon,17.5,14.3,21-07-2024,14-12-2024
Lizol Floor Cleaner 400g,Household,11.82,94,Monsoon,14.3,16.9,30-03-2025,26-01-2026
Britannia Biscuits 1500g,Snacks,37.25,508,Monsoon,3.4,19.3,27-09-2024,17-01-2025
Vim Floor Cleaner 1450g,Household,23.26,674,Monsoon,14.2,12.3,29-12-2024,19-06-2025
Colgate Soap 650g,Personal Care,49.55,178,Summer,16.9,8.8,11-03-2025,27-07-2025
ITC Namkeen 1200g,Snacks,14.63,101,Summer,7.2,9.7,08-02-2025,26-10-2025
Himalaya Toothpaste 300g,Personal Care,38.63,207,Spring,2.7,19.5,01-03-2025,12-10-2025
Vim Dishwash Liquid 500g,Household,14.16,57,Autumn,8.7,22.6,08-02-2025,28-06-2025
Dove Shampoo 950g,Personal Care,24.72,397,Summer,14.1,24.6,17-01-2025,14-08-2025
Vim Dishwash Liquid 750g,Household,10.99,348,Winter,9.1,18,04-03-2025,18-11-2025
Bru Juice 100g,Beverages,47.49,909,Spring,6.3,18.7,22-01-2025,23-11-2025
Vim Floor Cleaner 950g,Household,7.82,784,Winter,8,9,28-06-2024,27-04-2025
ITC Biscuits 750g,Snacks,22.95,287,Autumn,15.8,3,15-01-2025,13-12-2025
Britannia Cookies 1500g,Snacks,49.22,534,Autumn,13.3,19.8,07-01-2025,18-12-2025
Tata Tea Energy Drink 150g,Beverages,29.23,734,Spring,12.5,10.6,18-03-2025,03-11-2025
Britannia Cookies 350g,Snacks,12.64,302,Winter,18.8,4.7,26-08-2024,08-12-2024
Patanjali Face Wash 100g,Personal Care,14.57,937,Summer,13.5,3.2,30-11-2024,17-10-2025
Himalaya Soap 1250g,Personal Care,35.62,121,Monsoon,5.9,5.8,17-01-2025,24-08-2025
Dove Face Wash 500g,Personal Care,5.81,24,Winter,12.4,5.1,28-05-2024,20-12-2024
Harpic Floor Cleaner 500g,Household,17.27,555,Spring,11.2,4.3,13-09-2024,18-03-2025
Harpic Toilet Cleaner 600g,Household,47.57,562,Autumn,3.7,24.4,28-02-2025,28-08-2025
