Product_Name,Category,Season,Weight_Volume,Height_cm,Width_cm,Depth_cm,Sales_Last_30_Days,Profit_Per_Unit,Expiry_Date
Deluxe Croissant,Bakery,Summer,0.20kg,10.88,9.75,2.91,970,47.56,2025-05-30
Deluxe Croissant,Bakery,Autumn,0.20kg,10.88,9.75,2.91,192,19.61,2025-05-24
Deluxe Croissant,Bakery,Monsoon,0.20kg,10.88,9.75,2.91,821,9.77,2025-05-29
Deluxe Donut,Bakery,Winter,0.05kg,9.18,8.79,2.81,481,7.33,2025-05-28
Deluxe Donut,Bakery,Spring,0.05kg,9.18,8.79,2.81,545,11.67,2025-05-27
Deluxe Donut,Bakery,Summer,0.05kg,9.18,8.79,2.81,441,6.43,2025-05-31
Deluxe Donut,Bakery,Autumn,0.05kg,9.18,8.79,2.81,208,5.14,2025-05-25
Deluxe Donut,Bakery,Monsoon,0.05kg,9.18,8.79,2.81,731,5.82,2025-05-26
Deluxe Donut,Bakery,Winter,0.10kg,11.12,10.06,3.48,139,5.54,2025-05-28
Deluxe Donut,Bakery,Spring,0.10kg,11.12,10.06,3.48,289,10.33,2025-05-26
Deluxe Donut,Bakery,Summer,0.10kg,11.12,10.06,3.48,831,14.82,2025-05-26
Deluxe Donut,Bakery,Autumn,0.10kg,11.12,10.06,3.48,330,14.11,2025-05-25
Deluxe Donut,Bakery,Monsoon,0.10kg,11.12,10.06,3.48,402,7.95,2025-05-31
Deluxe Donut,Bakery,Winter,0.20kg,8.63,8.46,2.86,454,36.05,2025-05-27
Deluxe Donut,Bakery,Spring,0.20kg,8.63,8.46,2.86,208,23.95,2025-05-29
Deluxe Donut,Bakery,Summer,0.20kg,8.63,8.46,2.86,965,6.67,2025-05-29
Deluxe Donut,Bakery,Autumn,0.20kg,8.63,8.46,2.86,350,46.63,2025-05-25
Deluxe Donut,Bakery,Monsoon,0.20kg,8.63,8.46,2.86,496,19.15,2025-05-31
Deluxe Muffin,Bakery,Winter,0.05kg,9.55,9.03,2.43,551,4.39,2025-05-24
Deluxe Muffin,Bakery,Spring,0.05kg,9.55,9.03,2.43,320,4.63,2025-05-24
Deluxe Muffin,Bakery,Summer,0.05kg,9.55,9.03,2.43,986,9.21,2025-05-31
Deluxe Muffin,Bakery,Autumn,0.05kg,9.55,9.03,2.43,584,7.67,2025-05-24
Deluxe Muffin,Bakery,Monsoon,0.05kg,9.55,9.03,2.43,239,5.77,2025-05-26
Deluxe Muffin,Bakery,Winter,0.10kg,8.26,11.51,2.29,304,8.87,2025-05-31
Deluxe Muffin,Bakery,Spring,0.10kg,8.26,11.51,2.29,339,8.92,2025-05-25
Deluxe Muffin,Bakery,Summer,0.10kg,8.26,11.51,2.29,867,15.58,2025-05-26
Deluxe Muffin,Bakery,Autumn,0.10kg,8.26,11.51,2.29,337,22.8,2025-05-26
Deluxe Muffin,Bakery,Monsoon,0.10kg,8.26,11.51,2.29,282,14.35,2025-05-24
Deluxe Muffin,Bakery,Winter,0.20kg,10.77,9.93,3.29,190,17.79,2025-05-31
Deluxe Muffin,Bakery,Spring,0.20kg,10.77,9.93,3.29,537,42.24,2025-05-29
Deluxe Muffin,Bakery,Summer,0.20kg,10.77,9.93,3.29,514,14.39,2025-05-29
Deluxe Muffin,Bakery,Autumn,0.20kg,10.77,9.93,3.29,655,25.35,2025-05-24
Deluxe Muffin,Bakery,Monsoon,0.20kg,10.77,9.93,3.29,340,43.11,2025-05-29
Essence Bread,Bakery,Winter,0.05kg,10.53,10.21,2.79,263,5.88,2025-05-29
Essence Bread,Bakery,Spring,0.05kg,10.53,10.21,2.79,562,10.05,2025-05-26
Essence Bread,Bakery,Summer,0.05kg,10.53,10.21,2.79,598,10.65,2025-05-30
Essence Bread,Bakery,Autumn,0.05kg,10.53,10.21,2.79,309,2.06,2025-05-26
Essence Bread,Bakery,Monsoon,0.05kg,10.53,10.21,2.79,364,10.69,2025-05-31
Essence Bread,Bakery,Winter,0.10kg,9.29,11.4,3.24,144,12.98,2025-05-31
Essence Bread,Bakery,Spring,0.10kg,9.29,11.4,3.24,399,22.29,2025-05-28
Essence Bread,Bakery,Summer,0.10kg,9.29,11.4,3.24,367,17.23,2025-05-30
Essence Bread,Bakery,Autumn,0.10kg,9.29,11.4,3.24,520,6.34,2025-05-31
Essence Bread,Bakery,Monsoon,0.10kg,9.29,11.4,3.24,457,20.67,2025-05-26
Essence Bread,Bakery,Winter,0.20kg,9.67,10.68,3.99,245,10.58,2025-05-24
Essence Bread,Bakery,Spring,0.20kg,9.67,10.68,3.99,222,11.44,2025-05-31
Essence Bread,Bakery,Summer,0.20kg,9.67,10.68,3.99,267,54.19,2025-05-28
Essence Bread,Bakery,Autumn,0.20kg,9.67,10.68,3.99,233,44.81,2025-05-30
Essence Bread,Bakery,Monsoon,0.20kg,9.67,10.68,3.99,313,15.85,2025-05-30
Essence Cake,Bakery,Winter,0.05kg,8.53,10.97,3.01,205,9.6,2025-05-24
Essence Cake,Bakery,Spring,0.05kg,8.53,10.97,3.01,553,12.17,2025-05-29
Essence Cake,Bakery,Summer,0.05kg,8.53,10.97,3.01,765,11.15,2025-05-26
Essence Cake,Bakery,Autumn,0.05kg,8.53,10.97,3.01,176,4.57,2025-05-31
Essence Cake,Bakery,Monsoon,0.05kg,8.53,10.97,3.01,644,8.91,2025-05-31
Essence Cake,Bakery,Winter,0.10kg,9.98,10.07,2.49,207,3.38,2025-05-25
Essence Cake,Bakery,Spring,0.10kg,9.98,10.07,2.49,297,8.42,2025-05-28
Essence Cake,Bakery,Summer,0.10kg,9.98,10.07,2.49,434,4.26,2025-05-31
Essence Cake,Bakery,Autumn,0.10kg,9.98,10.07,2.49,208,15.65,2025-05-31
Essence Cake,Bakery,Monsoon,0.10kg,9.98,10.07,2.49,561,5.62,2025-05-25
Essence Cake,Bakery,Winter,0.20kg,9.14,9.53,3.63,410,7.37,2025-05-30
Essence Cake,Bakery,Spring,0.20kg,9.14,9.53,3.63,214,21.09,2025-05-25
Essence Cake,Bakery,Summer,0.20kg,9.14,9.53,3.63,381,27.52,2025-05-28
Essence Cake,Bakery,Autumn,0.20kg,9.14,9.53,3.63,663,30.27,2025-05-24
Essence Cake,Bakery,Monsoon,0.20kg,9.14,9.53,3.63,643,40.59,2025-05-30
Essence Croissant,Bakery,Winter,0.05kg,10.33,9.77,2.43,166,4.05,2025-05-27
Essence Croissant,Bakery,Spring,0.05kg,10.33,9.77,2.43,598,5.21,2025-05-24
Essence Croissant,Bakery,Summer,0.05kg,10.33,9.77,2.43,713,12.38,2025-05-31
Essence Croissant,Bakery,Autumn,0.05kg,10.33,9.77,2.43,385,1.65,2025-05-27
Essence Croissant,Bakery,Monsoon,0.05kg,10.33,9.77,2.43,485,3.27,2025-05-28
Essence Croissant,Bakery,Winter,0.10kg,9.82,8.37,3.97,429,16.89,2025-05-30
Essence Croissant,Bakery,Spring,0.10kg,9.82,8.37,3.97,661,21.75,2025-05-29
Essence Croissant,Bakery,Summer,0.10kg,9.82,8.37,3.97,674,3.29,2025-05-25
Essence Croissant,Bakery,Autumn,0.10kg,9.82,8.37,3.97,597,23.81,2025-05-25
Essence Croissant,Bakery,Monsoon,0.10kg,9.82,8.37,3.97,399,16.17,2025-05-25
Essence Croissant,Bakery,Winter,0.20kg,9.59,11.55,2.26,542,28.35,2025-05-27
Essence Croissant,Bakery,Spring,0.20kg,9.59,11.55,2.26,257,34.47,2025-05-27
Essence Croissant,Bakery,Summer,0.20kg,9.59,11.55,2.26,279,44.5,2025-05-29
Essence Croissant,Bakery,Autumn,0.20kg,9.59,11.55,2.26,461,31.55,2025-05-25
Essence Croissant,Bakery,Monsoon,0.20kg,9.59,11.55,2.26,789,19.58,2025-05-25
Essence Donut,Bakery,Winter,0.05kg,9.32,9.62,2.62,373,1.29,2025-05-30
Essence Donut,Bakery,Spring,0.05kg,9.32,9.62,2.62,223,3.81,2025-05-31
Essence Donut,Bakery,Summer,0.05kg,9.32,9.62,2.62,369,11.99,2025-05-29
Essence Donut,Bakery,Autumn,0.05kg,9.32,9.62,2.62,527,5.53,2025-05-29
Essence Donut,Bakery,Monsoon,0.05kg,9.32,9.62,2.62,462,2.59,2025-05-29
Essence Donut,Bakery,Winter,0.10kg,8.85,10.38,2.89,449,14.93,2025-05-27
Essence Donut,Bakery,Spring,0.10kg,8.85,10.38,2.89,281,15.32,2025-05-30
Essence Donut,Bakery,Summer,0.10kg,8.85,10.38,2.89,645,22.6,2025-05-28
Essence Donut,Bakery,Autumn,0.10kg,8.85,10.38,2.89,417,20.72,2025-05-30
Essence Donut,Bakery,Monsoon,0.10kg,8.85,10.38,2.89,581,17.87,2025-05-31
Essence Donut,Bakery,Winter,0.20kg,8.63,11.08,3.94,486,24.02,2025-05-25
Essence Donut,Bakery,Spring,0.20kg,8.63,11.08,3.94,731,7.33,2025-05-29
Essence Donut,Bakery,Summer,0.20kg,8.63,11.08,3.94,463,22.4,2025-05-30
Essence Donut,Bakery,Autumn,0.20kg,8.63,11.08,3.94,358,43.95,2025-05-28
Essence Donut,Bakery,Monsoon,0.20kg,8.63,11.08,3.94,707,37.43,2025-05-25
Essence Muffin,Bakery,Winter,0.05kg,8.73,9.49,3.07,440,6.94,2025-05-29
Essence Muffin,Bakery,Spring,0.05kg,8.73,9.49,3.07,310,9.76,2025-05-30
Essence Muffin,Bakery,Summer,0.05kg,8.73,9.49,3.07,660,4.29,2025-05-30
Essence Muffin,Bakery,Autumn,0.05kg,8.73,9.49,3.07,488,4.97,2025-05-30
Essence Muffin,Bakery,Monsoon,0.05kg,8.73,9.49,3.07,294,5.47,2025-05-24
Essence Muffin,Bakery,Winter,0.10kg,9.61,8.43,2.45,293,16.16,2025-05-27
Essence Muffin,Bakery,Spring,0.10kg,9.61,8.43,2.45,372,7.43,2025-05-27
Essence Muffin,Bakery,Summer,0.10kg,9.61,8.43,2.45,649,27.13,2025-05-25
Essence Muffin,Bakery,Autumn,0.10kg,9.61,8.43,2.45,391,11.61,2025-05-27
Essence Muffin,Bakery,Monsoon,0.10kg,9.61,8.43,2.45,538,21.87,2025-05-24
Essence Muffin,Bakery,Winter,0.20kg,11.52,8.43,2.06,362,20.12,2025-05-28
Essence Muffin,Bakery,Spring,0.20kg,11.52,8.43,2.06,672,40.89,2025-05-26
Essence Muffin,Bakery,Summer,0.20kg,11.52,8.43,2.06,629,21.68,2025-05-25
Essence Muffin,Bakery,Autumn,0.20kg,11.52,8.43,2.06,223,7.8,2025-05-27
Essence Muffin,Bakery,Monsoon,0.20kg,11.52,8.43,2.06,314,17.2,2025-05-27
Fresh Bread,Bakery,Winter,0.05kg,9.12,8.44,2.52,150,8.47,2025-05-31
Fresh Bread,Bakery,Spring,0.05kg,9.12,8.44,2.52,250,2.98,2025-05-28
Fresh Bread,Bakery,Summer,0.05kg,9.12,8.44,2.52,853,5.25,2025-05-30
Fresh Bread,Bakery,Autumn,0.05kg,9.12,8.44,2.52,342,11.48,2025-05-25
Fresh Bread,Bakery,Monsoon,0.05kg,9.12,8.44,2.52,377,8.29,2025-05-24
Fresh Bread,Bakery,Winter,0.10kg,11.86,9.05,3.29,229,9.61,2025-05-25
Fresh Bread,Bakery,Spring,0.10kg,11.86,9.05,3.29,623,5.75,2025-05-30
Fresh Bread,Bakery,Summer,0.10kg,11.86,9.05,3.29,917,16.96,2025-05-27
Fresh Bread,Bakery,Autumn,0.10kg,11.86,9.05,3.29,253,13.24,2025-05-31
Fresh Bread,Bakery,Monsoon,0.10kg,11.86,9.05,3.29,228,11.88,2025-05-27
Fresh Bread,Bakery,Winter,0.20kg,8.17,11.28,2.58,350,7.23,2025-05-24
Fresh Bread,Bakery,Spring,0.20kg,8.17,11.28,2.58,184,41.3,2025-05-27
Fresh Bread,Bakery,Summer,0.20kg,8.17,11.28,2.58,280,5.68,2025-05-31
Fresh Bread,Bakery,Autumn,0.20kg,8.17,11.28,2.58,228,24.97,2025-05-29
Fresh Bread,Bakery,Monsoon,0.20kg,8.17,11.28,2.58,670,40.52,2025-05-30
Fresh Cake,Bakery,Winter,0.05kg,8.92,10.68,2.73,497,8.08,2025-05-31
Fresh Cake,Bakery,Spring,0.05kg,8.92,10.68,2.73,442,11.86,2025-05-26
Fresh Cake,Bakery,Summer,0.05kg,8.92,10.68,2.73,291,8.35,2025-05-31
Fresh Cake,Bakery,Autumn,0.05kg,8.92,10.68,2.73,657,11.47,2025-05-27
Fresh Cake,Bakery,Monsoon,0.05kg,8.92,10.68,2.73,629,11.49,2025-05-25
Fresh Cake,Bakery,Winter,0.10kg,11.1,8.45,3.33,368,19.32,2025-05-26
Fresh Cake,Bakery,Spring,0.10kg,11.1,8.45,3.33,353,19.4,2025-05-28
Fresh Cake,Bakery,Summer,0.10kg,11.1,8.45,3.33,840,3.26,2025-05-27
Fresh Cake,Bakery,Autumn,0.10kg,11.1,8.45,3.33,654,3.58,2025-05-25
Fresh Cake,Bakery,Monsoon,0.10kg,11.1,8.45,3.33,738,11.93,2025-05-30
Fresh Cake,Bakery,Winter,0.20kg,8.98,11.34,2.14,193,18.37,2025-05-27
Fresh Cake,Bakery,Spring,0.20kg,8.98,11.34,2.14,290,18.23,2025-05-26
Fresh Cake,Bakery,Summer,0.20kg,8.98,11.34,2.14,778,35.42,2025-05-30
Fresh Cake,Bakery,Autumn,0.20kg,8.98,11.34,2.14,249,12.69,2025-05-29
Fresh Cake,Bakery,Monsoon,0.20kg,8.98,11.34,2.14,229,30.4,2025-05-24
Fresh Croissant,Bakery,Winter,0.05kg,10.41,8.61,2.44,527,6.07,2025-05-28
Fresh Croissant,Bakery,Spring,0.05kg,10.41,8.61,2.44,399,5.35,2025-05-27
Fresh Croissant,Bakery,Summer,0.05kg,10.41,8.61,2.44,1066,7.61,2025-05-27
Fresh Croissant,Bakery,Autumn,0.05kg,10.41,8.61,2.44,212,5.11,2025-05-27
Fresh Croissant,Bakery,Monsoon,0.05kg,10.41,8.61,2.44,321,1.82,2025-05-29
Fresh Croissant,Bakery,Winter,0.10kg,8.01,10.72,2.7,455,14.55,2025-05-31
Fresh Croissant,Bakery,Spring,0.10kg,8.01,10.72,2.7,244,17.1,2025-05-28
Fresh Croissant,Bakery,Summer,0.10kg,8.01,10.72,2.7,600,25.12,2025-05-25
Fresh Croissant,Bakery,Autumn,0.10kg,8.01,10.72,2.7,602,3.08,2025-05-27
Fresh Croissant,Bakery,Monsoon,0.10kg,8.01,10.72,2.7,425,4.31,2025-05-25
Fresh Croissant,Bakery,Winter,0.20kg,9.16,9.97,3.55,293,20.43,2025-05-28
Fresh Croissant,Bakery,Spring,0.20kg,9.16,9.97,3.55,602,34.47,2025-05-24
Fresh Croissant,Bakery,Summer,0.20kg,9.16,9.97,3.55,968,50.15,2025-05-30
Fresh Croissant,Bakery,Autumn,0.20kg,9.16,9.97,3.55,225,14.34,2025-05-31
Fresh Croissant,Bakery,Monsoon,0.20kg,9.16,9.97,3.55,673,16.2,2025-05-24
Fresh Donut,Bakery,Winter,0.05kg,11.07,11.52,2.45,339,2.71,2025-05-30
Fresh Donut,Bakery,Spring,0.05kg,11.07,11.52,2.45,559,9.96,2025-05-29
Fresh Donut,Bakery,Summer,0.05kg,11.07,11.52,2.45,821,8.89,2025-05-28
Fresh Donut,Bakery,Autumn,0.05kg,11.07,11.52,2.45,238,5.22,2025-05-24
Fresh Donut,Bakery,Monsoon,0.05kg,11.07,11.52,2.45,420,5.73,2025-05-27
Fresh Donut,Bakery,Winter,0.10kg,9.75,9.93,3.3,229,21.89,2025-05-29
Fresh Donut,Bakery,Spring,0.10kg,9.75,9.93,3.3,700,3.99,2025-05-28
Fresh Donut,Bakery,Summer,0.10kg,9.75,9.93,3.3,370,10.15,2025-05-27
Fresh Donut,Bakery,Autumn,0.10kg,9.75,9.93,3.3,422,6.16,2025-05-24
Fresh Donut,Bakery,Monsoon,0.10kg,9.75,9.93,3.3,666,10.29,2025-05-29
Fresh Donut,Bakery,Winter,0.20kg,11.06,11.95,2.13,380,38.71,2025-05-26
Fresh Donut,Bakery,Spring,0.20kg,11.06,11.95,2.13,384,45.98,2025-05-30
Fresh Donut,Bakery,Summer,0.20kg,11.06,11.95,2.13,527,42.1,2025-05-26
Fresh Donut,Bakery,Autumn,0.20kg,11.06,11.95,2.13,505,28.57,2025-05-31
